Name;Latitude;Longitude;Demand;No. of modeled individuals;Cell ID;Province;District
cust_1;36,22083352445001;69,60416566825002;39,227999999999994;84;17_22;Baghlan;Guzargahi Nur
cust_2;36,212500191150006;69,57916566835003;74,253;159;18_19;Baghlan;Guzargahi Nur
cust_3;36,22083352445001;69,59583233495003;44,364999999999995;95;17_21;Baghlan;Guzargahi Nur
cust_4;36,23750019105001;69,54583233515002;24,750999999999998;53;15_15;Baghlan;Guzargahi Nur
cust_5;36,20416685785001;69,57083233505003;98,07;210;19_18;Baghlan;Guzargahi Nur
cust_6;36,22083352445001;69,62916566815002;26,151999999999997;56;17_25;Baghlan;Guzargahi Nur
cust_7;36,20416685785001;69,56249900175003;35,025;75;19_17;Baghlan;Guzargahi Nur
cust_8;36,20416685785001;69,57916566835003;67,24799999999999;144;19_19;Baghlan;Guzargahi Nur
cust_9;36,212500191150006;69,56249900175003;23,349999999999998;50;18_17;Baghlan;Guzargahi Nur
cust_10;36,17916685795001;69,50416566865003;5,603999999999999;12;22_10;Baghlan;Guzargahi Nur
cust_11;36,22083352445001;69,62083233485002;35,958999999999996;77;17_24;Baghlan;Guzargahi Nur
cust_12;36,254166857650006;69,55416566845003;15,411;33;13_16;Baghlan;Guzargahi Nur
cust_13;36,17916685795001;69,47916566875003;4,202999999999999;9;22_7;Baghlan;Guzargahi Nur
cust_14;36,212500191150006;69,57083233505003;53,238;114;18_18;Baghlan;Guzargahi Nur
cust_15;36,22083352445001;69,63749900145002;9,806999999999999;21;17_26;Baghlan;Guzargahi Nur
cust_16;36,18750019125001;69,51249900195002;11,207999999999998;24;21_11;Baghlan;Guzargahi Nur
cust_17;36,19583352455001;69,52083233525002;37,36;80;20_12;Baghlan;Guzargahi Nur
cust_18;36,17916685795001;69,48749900205003;9,34;20;22_8;Baghlan;Guzargahi Nur
cust_19;36,17083352465001;69,48749900205003;9,34;20;23_8;Baghlan;Guzargahi Nur
cust_20;36,212500191150006;69,59583233495003;37,827;81;18_21;Baghlan;Guzargahi Nur
cust_21;36,20416685785001;69,61249900155002;1,4009999999999998;3;19_23;Baghlan;Guzargahi Nur
cust_22;36,17916685795001;69,49583233535003;24,750999999999998;53;22_9;Baghlan;Guzargahi Nur
