Name;Latitude;Longitude;Capacity
facil_1;740,0;442,0;2
facil_2;261,0;710,0;2
facil_3;578,0;522,0;2
facil_4;482,0;914,0;2
facil_5;628,0;644,0;2
facil_6;551,0;651,0;2
facil_7;828,0;54,0;2
facil_8;541,0;270,0;2
facil_9;450,0;1000,0;2
facil_10;521,0;127,0;2
facil_11;738,0;809,0;2
facil_12;323,0;289,0;2
facil_13;803,0;214,0;2
facil_14;556,0;488,0;2
facil_15;758,0;937,0;2
facil_16;875,0;326,0;2
facil_17;113,0;509,0;2
facil_18;491,0;726,0;2
facil_19;415,0;355,0;2
facil_20;946,0;632,0;2
facil_21;136,0;120,0;2
facil_22;117,0;971,0;5
facil_23;817,0;246,0;4
facil_24;491,0;845,0;6
facil_25;454,0;801,0;6
facil_26;676,0;995,0;4
facil_27;145,0;557,0;5
facil_28;166,0;494,0;5
facil_29;977,0;318,0;2
facil_30;363,0;711,0;6
facil_31;164,0;501,0;5
facil_32;833,0;501,0;4
facil_33;444,0;958,0;4
facil_34;828,0;672,0;6
facil_35;714,0;57,0;3
facil_36;51,0;676,0;4
facil_37;922,0;16,0;3
facil_38;673,0;571,0;4
facil_39;211,0;471,0;5
facil_40;590,0;220,0;6
facil_41;305,0;311,0;5
facil_42;953,0;745,0;5
facil_43;154,0;753,0;4
facil_44;918,0;227,0;3
facil_45;819,0;671,0;6
facil_46;675,0;667,0;4
facil_47;617,0;176,0;5
facil_48;706,0;179,0;5
facil_49;512,0;443,0;2
facil_50;302,0;453,0;5
facil_51;753,0;786,0;3
facil_52;331,0;450,0;4
facil_53;765,0;990,0;3
facil_54;249,0;360,0;4
facil_55;292,0;887,0;3
facil_56;371,0;804,0;4
facil_57;786,0;186,0;6
facil_58;382,0;284,0;3
facil_59;44,0;552,0;3
facil_60;107,0;895,0;6
facil_61;108,0;928,0;6
facil_62;523,0;264,0;4
facil_63;397,0;120,0;2
facil_64;25,0;769,0;2
facil_65;98,0;623,0;6
facil_66;946,0;978,0;2
facil_67;815,0;696,0;6
facil_68;314,0;361,0;6
facil_69;447,0;695,0;4
facil_70;878,0;243,0;4
facil_71;341,0;648,0;4
facil_72;363,0;0,0;2
facil_73;675,0;83,0;3
facil_74;998,0;520,0;2
facil_75;98,0;111,0;2
facil_76;267,0;902,0;3
facil_77;628,0;746,0;3
facil_78;940,0;409,0;2
facil_79;786,0;488,0;4
facil_80;323,0;674,0;4
facil_81;986,0;151,0;2
facil_82;790,0;150,0;5
facil_83;180,0;944,0;5
facil_84;533,0;816,0;5
facil_85;750,0;789,0;3
facil_86;589,0;125,0;4
facil_87;640,0;911,0;3
facil_88;99,0;216,0;3
facil_89;754,0;659,0;6
facil_90;828,0;357,0;2
facil_91;597,0;587,0;4
facil_92;929,0;655,0;5
facil_93;159,0;781,0;4
facil_94;955,0;6,0;3
facil_95;63,0;435,0;2
facil_96;130,0;302,0;3
facil_97;954,0;687,0;5
facil_98;866,0;879,0;2
facil_99;131,0;686,0;5
facil_100;519,0;220,0;4
facil_101;454,0;928,0;5
facil_102;415,0;916,0;4
facil_103;468,0;833,0;5
facil_104;109,0;859,0;5
facil_105;806,0;568,0;4
facil_106;907,0;703,0;8
facil_107;821,0;135,0;4
facil_108;622,0;561,0;4
facil_109;482,0;689,0;3
