Name;Latitude;Longitude;Capacity
facil_1;-30,0;-58,0;101,0
facil_2;19,0;52,0;101,0
facil_3;-54,0;6,0;101,0
facil_4;-56,0;-19,0;101,0
facil_5;46,0;24,0;101,0
facil_6;48,0;-53,0;101,0
facil_7;37,0;-47,0;101,0
facil_8;-3,0;47,0;101,0
facil_9;66,0;30,0;101,0
facil_10;-44,0;60,0;101,0
facil_11;-5,0;-72,0;101,0
facil_12;-25,0;-33,0;101,0
facil_13;24,0;60,0;101,0
facil_14;-48,0;29,0;101,0
facil_15;-52,0;-33,0;101,0
facil_16;-55,0;12,0;101,0
facil_17;16,0;30,0;101,0
facil_18;54,0;11,0;101,0
facil_19;-32,0;-63,0;101,0
facil_20;-46,0;0,0;101,0
facil_21;-2,0;51,0;101,0
facil_22;-38,0;53,0;101,0
facil_23;3,0;-66,0;101,0
facil_24;19,0;-68,0;101,0
facil_25;-28,0;-8,0;101,0
