Name;Latitude;Longitude;Capacity
facil_1;556,0;1056,0;2
facil_2;3675,0;1522,0;2
facil_3;1182,0;1853,0;2
facil_4;3595,0;111,0;2
facil_5;962,0;1895,0;17
facil_6;2030,0;1186,0;35
facil_7;3507,0;1851,0;22
facil_8;2642,0;1269,0;37
facil_9;3438,0;901,0;38
facil_10;3858,0;1472,0;23
facil_11;2937,0;1568,0;35
facil_12;376,0;1018,0;22
facil_13;839,0;1355,0;26
facil_14;706,0;1925,0;18
facil_15;749,0;920,0;26
facil_16;298,0;615,0;17
facil_17;694,0;552,0;20
facil_18;387,0;190,0;13
facil_19;2801,0;695,0;38
facil_20;3133,0;1143,0;45
facil_21;1517,0;266,0;20
facil_22;1538,0;224,0;18
facil_23;844,0;520,0;23
facil_24;2639,0;1239,0;38
