Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,24847241322834;68,80513789366836;80000;0;facil_1;greenfield;False;False
facil_2;36,10513908046834;68,99430455957837;80000;0;facil_2;greenfield;False;False
facil_3;36,43430574581834;68,50513789486837;80000;0;facil_3;greenfield;False;False
facil_4;36,32930574623834;68,27930456243837;80000;0;facil_4;greenfield;False;False
facil_5;35,67597241551834;69,33347122488837;80000;0;facil_5;greenfield;False;False
facil_6;36,06847241394834;69,09597122583837;80000;0;facil_6;greenfield;False;False
facil_7;36,18097241349834;68,75680456052837;80000;0;facil_7;greenfield;False;False
facil_8;35,62597241571834;68,69347122744837;80000;0;facil_8;greenfield;False;False
facil_9;36,23763907993834;69,19347122544836;80000;0;facil_9;greenfield;False;False
facil_10;36,33347241288834;68,55513789466836;80000;0;facil_10;greenfield;False;False
facil_11;36,27513907978834;69,09597122583837;80000;0;facil_11;greenfield;False;False
facil_12;35,36597241675834;68,28763789573837;80000;0;facil_12;greenfield;False;False
facil_13;36,21097241337834;69,08680455920836;80000;0;facil_13;greenfield;False;False
facil_14;35,93263908115834;68,60930456111836;80000;0;facil_14;greenfield;False;False
facil_15;36,41347241256834;68,92097122653837;80000;0;facil_15;greenfield;False;False
facil_16;36,34097241285834;69,11180455910836;80000;0;facil_16;greenfield;False;False
facil_17;35,81680574828834;68,80263789367837;80000;0;facil_17;greenfield;False;False
facil_18;35,99180574758834;68,73597122727837;80000;0;facil_18;greenfield;False;False
facil_19;36,32513907958834;68,79513789370837;80000;0;facil_19;greenfield;False;False
facil_20;35,89847241462834;68,54680456136836;80000;0;facil_20;greenfield;False;False
facil_21;36,12847241370834;68,71930456067837;80000;0;facil_21;greenfield;False;False
facil_22;36,35930574611834;68,83263789355837;80000;0;facil_22;greenfield;False;False
facil_23;36,49847241222834;68,58347122788837;80000;0;facil_23;greenfield;False;False
facil_24;36,29347241304834;68,75597122719836;80000;0;facil_24;greenfield;False;False
facil_25;36,32680574624834;68,72680456064836;80000;0;facil_25;greenfield;False;False
facil_26;36,36097241277834;68,76180456050837;80000;0;facil_26;greenfield;False;False
facil_27;36,15680574692834;68,70513789406837;80000;0;facil_27;greenfield;False;False
facil_28;36,21847241334834;69,63930455699837;80000;0;facil_28;greenfield;False;False
facil_29;35,99263908091834;68,62847122770836;80000;0;facil_29;greenfield;False;False
facil_30;36,11013908044834;68,49763789489836;80000;0;facil_30;greenfield;False;False
facil_31;36,22430574665834;68,83513789354836;80000;0;facil_31;greenfield;False;False
facil_32;36,09263908051834;68,63680456100836;80000;0;facil_32;greenfield;False;False
facil_33;36,20013908008834;68,77347122712837;80000;0;facil_33;greenfield;False;False
facil_34;36,15597241359834;68,72847122730836;80000;0;facil_34;greenfield;False;False
facil_35;36,08847241386834;68,58513789454837;80000;0;facil_35;greenfield;False;False
facil_36;36,31597241295834;69,11597122575837;80000;0;facil_36;greenfield;False;False
facil_37;36,24513907990834;68,70763789405837;80000;0;facil_37;greenfield;False;False
facil_38;36,17597241351834;68,68180456082837;80000;0;facil_38;greenfield;False;False
facil_39;36,50263907887834;68,42847122850837;80000;0;facil_39;greenfield;False;False
facil_40;36,18347241348834;68,72763789397837;80000;0;facil_40;greenfield;False;False
facil_41;36,11013908044834;68,55680456132836;80000;0;facil_41;greenfield;False;False
facil_42;35,76847241514834;68,76597122715836;80000;0;facil_42;greenfield;False;False
facil_43;36,04680574736834;68,66847122754837;80000;0;facil_43;greenfield;False;False
facil_44;36,213472413368336;68,58097122789837;80000;0;facil_44;greenfield;False;False
facil_45;36,22597241331834;68,55430456133837;80000;0;facil_45;greenfield;False;False
facil_46;36,26763907981834;68,85430456013836;80000;0;facil_46;greenfield;False;False
facil_47;36,30097241301834;68,73847122726836;80000;0;facil_47;greenfield;False;False
