Name;Latitude;Longitude;Capacity
facil_1;91,0;377,0;10000000000
facil_2;108,0;338,0;10000000000
facil_3;816,0;567,0;10000000000
facil_4;725,0;520,0;10000000000
facil_5;117,0;357,0;10000000000
facil_6;766,0;559,0;10000000000
facil_7;90,0;417,0;10000000000
facil_8;255,0;430,0;10000000000
facil_9;63,0;384,0;10000000000
facil_10;35,0;276,0;10000000000
facil_11;122,0;318,0;10000000000
facil_12;85,0;322,0;10000000000
facil_13;267,0;348,0;10000000000
facil_14;937,0;546,0;10000000000
facil_15;865,0;461,0;10000000000
facil_16;863,0;547,0;10000000000
facil_17;724,0;431,0;10000000000
facil_18;148,0;144,0;10000000000
facil_19;243,0;571,0;10000000000
facil_20;871,0;512,0;10000000000
facil_21;782,0;596,0;10000000000
facil_22;77,0;272,0;10000000000
facil_23;776,0;650,0;10000000000
facil_24;166,0;371,0;10000000000
facil_25;69,0;239,0;10000000000
facil_26;972,0;607,0;10000000000
facil_27;320,0;521,0;10000000000
facil_28;91,0;434,0;10000000000
facil_29;20,0;305,0;10000000000
facil_30;81,0;271,0;10000000000
facil_31;776,0;669,0;10000000000
facil_32;830,0;553,0;10000000000
facil_33;148,0;243,0;10000000000
facil_34;160,0;202,0;10000000000
facil_35;741,0;527,0;10000000000
facil_36;877,0;561,0;10000000000
facil_37;587,0;551,0;10000000000
facil_38;808,0;435,0;10000000000
facil_39;26,0;278,0;10000000000
facil_40;58,0;394,0;10000000000
facil_41;755,0;444,0;10000000000
facil_42;817,0;557,0;10000000000
facil_43;165,0;367,0;10000000000
facil_44;216,0;510,0;10000000000
facil_45;124,0;330,0;10000000000
facil_46;96,0;587,0;10000000000
facil_47;132,0;369,0;10000000000
facil_48;163,0;234,0;10000000000
facil_49;915,0;492,0;10000000000
facil_50;753,0;657,0;10000000000
facil_51;161,0;319,0;10000000000
facil_52;37,0;227,0;10000000000
facil_53;898,0;747,0;10000000000
facil_54;770,0;524,0;10000000000
facil_55;745,0;582,0;10000000000
facil_56;695,0;469,0;10000000000
facil_57;124,0;355,0;10000000000
facil_58;11,0;283,0;10000000000
facil_59;258,0;406,0;10000000000
facil_60;72,0;335,0;10000000000
facil_61;713,0;399,0;10000000000
facil_62;866,0;626,0;10000000000
facil_63;214,0;344,0;10000000000
facil_64;213,0;349,0;10000000000
facil_65;864,0;577,0;10000000000
facil_66;98,0;440,0;10000000000
facil_67;701,0;512,0;10000000000
facil_68;884,0;559,0;10000000000
facil_69;842,0;518,0;10000000000
facil_70;125,0;379,0;10000000000
facil_71;352,0;410,0;10000000000
facil_72;206,0;228,0;10000000000
facil_73;825,0;592,0;10000000000
facil_74;93,0;252,0;10000000000
facil_75;863,0;511,0;10000000000
facil_76;98,0;347,0;10000000000
facil_77;115,0;326,0;10000000000
facil_78;71,0;392,0;10000000000
facil_79;96,0;248,0;10000000000
facil_80;65,0;404,0;10000000000
facil_81;75,0;342,0;10000000000
facil_82;140,0;300,0;10000000000
facil_83;129,0;340,0;10000000000
facil_84;129,0;273,0;10000000000
facil_85;846,0;696,0;10000000000
facil_86;109,0;463,0;10000000000
facil_87;863,0;586,0;10000000000
facil_88;139,0;356,0;10000000000
facil_89;77,0;351,0;10000000000
facil_90;154,0;322,0;10000000000
facil_91;231,0;323,0;10000000000
facil_92;115,0;394,0;10000000000
facil_93;844,0;558,0;10000000000
