Name;Latitude;Longitude;Capacity
facil_1;174,0;325,0;7
facil_2;49,0;34,0;7
facil_3;543,0;815,0;6
facil_4;42,0;920,0;3
facil_5;545,0;80,0;5
facil_6;681,0;950,0;4
facil_7;870,0;118,0;4
facil_8;787,0;220,0;2
facil_9;537,0;927,0;3
facil_10;180,0;838,0;3
facil_11;543,0;582,0;3
facil_12;442,0;620,0;4
facil_13;747,0;569,0;4
facil_14;932,0;48,0;2
facil_15;14,0;356,0;3
facil_16;53,0;476,0;13
facil_17;603,0;228,0;9
facil_18;772,0;573,0;6
facil_19;811,0;359,0;3
facil_20;373,0;37,0;4
facil_21;859,0;142,0;4
facil_22;489,0;543,0;4
facil_23;37,0;771,0;3
facil_24;354,0;944,0;4
facil_25;96,0;62,0;5
facil_26;326,0;729,0;3
facil_27;881,0;541,0;3
facil_28;653,0;724,0;6
facil_29;226,0;759,0;4
facil_30;481,0;44,0;4
facil_31;100,0;882,0;3
facil_32;129,0;299,0;13
facil_33;989,0;512,0;3
facil_34;600,0;42,0;2
facil_35;538,0;772,0;5
facil_36;346,0;479,0;3
facil_37;448,0;624,0;5
facil_38;286,0;417,0;2
facil_39;612,0;457,0;4
facil_40;70,0;468,0;12
facil_41;502,0;909,0;3
facil_42;595,0;503,0;4
facil_43;819,0;948,0;3
facil_44;771,0;355,0;3
facil_45;372,0;196,0;4
facil_46;535,0;775,0;5
facil_47;232,0;518,0;8
facil_48;119,0;626,0;7
facil_49;110,0;835,0;3
facil_50;567,0;348,0;9
facil_51;6,0;211,0;2
facil_52;493,0;652,0;4
facil_53;96,0;183,0;8
facil_54;105,0;479,0;10
facil_55;873,0;333,0;6
facil_56;468,0;199,0;6
facil_57;536,0;120,0;5
facil_58;17,0;65,0;5
facil_59;638,0;958,0;4
facil_60;328,0;921,0;4
facil_61;968,0;540,0;3
facil_62;125,0;145,0;8
facil_63;692,0;422,0;5
facil_64;557,0;864,0;4
facil_65;752,0;850,0;6
facil_66;703,0;395,0;6
facil_67;498,0;832,0;3
facil_68;343,0;962,0;5
facil_69;583,0;474,0;4
facil_70;976,0;636,0;2
facil_71;101,0;555,0;7
facil_72;77,0;544,0;6
facil_73;981,0;353,0;2
facil_74;625,0;324,0;14
facil_75;622,0;728,0;6
facil_76;855,0;827,0;6
facil_77;792,0;443,0;3
facil_78;283,0;63,0;4
facil_79;760,0;751,0;9
facil_80;972,0;417,0;2
facil_81;694,0;214,0;5
facil_82;38,0;91,0;6
facil_83;294,0;791,0;2
facil_84;429,0;815,0;5
facil_85;691,0;154,0;2
facil_86;930,0;792,0;5
facil_87;579,0;279,0;12
facil_88;431,0;909,0;3
facil_89;615,0;264,0;14
facil_90;448,0;185,0;5
facil_91;49,0;414,0;11
facil_92;883,0;478,0;3
facil_93;627,0;564,0;2
facil_94;40,0;434,0;13
facil_95;718,0;660,0;3
facil_96;896,0;694,0;4
facil_97;716,0;586,0;4
facil_98;607,0;343,0;13
facil_99;675,0;244,0;7
facil_100;282,0;617,0;2
facil_101;199,0;880,0;3
facil_102;998,0;855,0;4
facil_103;588,0;662,0;4
facil_104;58,0;700,0;2
facil_105;221,0;510,0;8
facil_106;518,0;554,0;4
