Name;Latitude;Longitude;Capacity
facil_1;221,0;348,0;11
facil_2;117,0;545,0;3
facil_3;493,0;645,0;5
facil_4;135,0;12,0;3
facil_5;775,0;997,0;3
facil_6;745,0;444,0;2
facil_7;950,0;311,0;2
facil_8;530,0;150,0;8
facil_9;900,0;508,0;4
facil_10;48,0;519,0;3
facil_11;269,0;217,0;7
facil_12;722,0;349,0;5
facil_13;480,0;733,0;4
facil_14;977,0;422,0;2
facil_15;999,0;220,0;2
facil_16;636,0;332,0;3
facil_17;851,0;162,0;5
facil_18;559,0;567,0;7
facil_19;389,0;69,0;5
facil_20;529,0;835,0;4
facil_21;303,0;427,0;5
facil_22;400,0;638,0;3
facil_23;894,0;904,0;3
facil_24;482,0;109,0;8
facil_25;579,0;800,0;5
facil_26;184,0;82,0;6
facil_27;669,0;753,0;2
facil_28;906,0;424,0;2
facil_29;374,0;692,0;2
facil_30;174,0;613,0;5
facil_31;75,0;37,0;4
facil_32;38,0;563,0;7
facil_33;838,0;157,0;5
facil_34;710,0;709,0;4
facil_35;176,0;67,0;6
facil_36;449,0;326,0;3
facil_37;71,0;389,0;4
facil_38;710,0;115,0;5
facil_39;237,0;547,0;7
facil_40;530,0;27,0;3
facil_41;631,0;223,0;5
facil_42;171,0;342,0;9
facil_43;226,0;65,0;5
facil_44;6,0;998,0;3
facil_45;24,0;635,0;6
facil_46;668,0;165,0;7
facil_47;318,0;608,0;4
facil_48;429,0;82,0;7
facil_49;212,0;237,0;4
facil_50;853,0;126,0;8
facil_51;387,0;47,0;5
facil_52;677,0;144,0;7
facil_53;111,0;790,0;3
facil_54;957,0;32,0;5
facil_55;511,0;647,0;4
facil_56;457,0;561,0;7
facil_57;86,0;687,0;3
facil_58;290,0;456,0;8
facil_59;473,0;563,0;8
facil_60;807,0;725,0;5
facil_61;461,0;468,0;4
facil_62;739,0;235,0;2
facil_63;257,0;340,0;5
facil_64;588,0;545,0;5
facil_65;6,0;311,0;5
facil_66;268,0;976,0;4
facil_67;552,0;414,0;4
facil_68;994,0;946,0;3
facil_69;452,0;534,0;6
facil_70;422,0;545,0;6
facil_71;248,0;611,0;5
facil_72;43,0;366,0;5
facil_73;977,0;96,0;4
facil_74;822,0;580,0;4
facil_75;940,0;650,0;7
facil_76;86,0;263,0;5
facil_77;715,0;99,0;3
facil_78;668,0;981,0;2
facil_79;424,0;638,0;4
facil_80;297,0;607,0;5
facil_81;251,0;282,0;5
facil_82;237,0;413,0;6
facil_83;202,0;573,0;5
facil_84;181,0;385,0;9
facil_85;126,0;528,0;3
facil_86;386,0;811,0;6
facil_87;978,0;846,0;3
facil_88;70,0;99,0;5
