Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,07263908059834;68,75847122718837;80000;0;facil_1;greenfield;False;False
facil_2;36,30180574634834;68,80930456031837;80000;0;facil_2;greenfield;False;False
facil_3;36,24597241323834;69,10013789248836;80000;0;facil_3;greenfield;False;False
facil_4;36,53430574541834;68,35013789548836;80000;0;facil_4;greenfield;False;False
facil_5;36,49847241222834;68,86680456008837;80000;0;facil_5;greenfield;False;False
facil_6;35,47680574964834;68,08263789655837;80000;0;facil_6;greenfield;False;False
facil_7;36,22847241330834;68,84930456015837;80000;0;facil_7;greenfield;False;False
facil_8;36,38930574599834;68,51430456149836;80000;0;facil_8;greenfield;False;False
facil_9;36,05680574732834;69,08513789254837;80000;0;facil_9;greenfield;False;False
facil_10;35,48930574959834;68,25430456253837;80000;0;facil_10;greenfield;False;False
facil_11;35,80597241499834;68,77097122713836;80000;0;facil_11;greenfield;False;False
facil_12;36,28680574640834;68,73347122728836;80000;0;facil_12;greenfield;False;False
facil_13;36,17013908020834;68,72263789399837;80000;0;facil_13;greenfield;False;False
facil_14;36,06180574730834;68,98263789295837;80000;0;facil_14;greenfield;False;False
facil_15;36,29930574635834;69,25597122519837;80000;0;facil_15;greenfield;False;False
facil_16;35,59930574915834;68,67263789419837;80000;0;facil_16;greenfield;False;False
facil_17;36,44847241242834;68,63597122767837;80000;0;facil_17;greenfield;False;False
facil_18;35,758472415188336;68,94763789309837;80000;0;facil_18;greenfield;False;False
facil_19;36,03347241408834;68,64513789430836;80000;0;facil_19;greenfield;False;False
facil_20;36,20597241339834;68,73430456061837;80000;0;facil_20;greenfield;False;False
facil_21;35,95430574773834;68,60513789446837;80000;0;facil_21;greenfield;False;False
facil_22;36,10263908047834;69,50263789087836;80000;0;facil_22;greenfield;False;False
facil_23;35,62930574903834;69,21930455867837;80000;0;facil_23;greenfield;False;False
facil_24;36,19013908012834;68,57430456125837;80000;0;facil_24;greenfield;False;False
facil_25;36,32680574624834;68,81763789361837;80000;0;facil_25;greenfield;False;False
facil_26;36,26180574650834;68,76430456049837;80000;0;facil_26;greenfield;False;False
facil_27;36,30763907965834;69,12763789237837;80000;0;facil_27;greenfield;False;False
facil_28;36,20263908007834;68,71347122736836;80000;0;facil_28;greenfield;False;False
facil_29;36,35513907946834;68,83263789355837;80000;0;facil_29;greenfield;False;False
facil_30;36,36013907944834;68,56097122797837;80000;0;facil_30;greenfield;False;False
facil_31;36,28847241306834;69,01597122615837;80000;0;facil_31;greenfield;False;False
facil_32;36,24763907989834;68,70763789405837;80000;0;facil_32;greenfield;False;False
facil_33;36,14013908032834;68,75513789386837;80000;0;facil_33;greenfield;False;False
facil_34;36,08097241389834;68,57930456123836;80000;0;facil_34;greenfield;False;False
facil_35;35,90847241458834;68,74347122724836;80000;0;facil_35;greenfield;False;False
facil_36;36,36180574610834;68,77680456044837;80000;0;facil_36;greenfield;False;False
facil_37;35,55597241599834;69,49847122422837;80000;0;facil_37;greenfield;False;False
facil_38;36,23430574661834;68,80513789366836;80000;0;facil_38;greenfield;False;False
facil_39;36,19013908012834;69,13680455900837;80000;0;facil_39;greenfield;False;False
facil_40;36,35180574614834;68,71680456068836;80000;0;facil_40;greenfield;False;False
facil_41;36,00513908086834;68,99180455958836;80000;0;facil_41;greenfield;False;False
facil_42;36,13013908036834;68,73430456061837;80000;0;facil_42;greenfield;False;False
facil_43;36,22097241333834;68,91180455990836;80000;0;facil_43;greenfield;False;False
facil_44;36,20930574671834;68,78347122708837;80000;0;facil_44;greenfield;False;False
facil_45;36,08597241387834;68,64180456098836;80000;0;facil_45;greenfield;False;False
facil_46;36,11097241377834;68,98263789295837;80000;0;facil_46;greenfield;False;False
facil_47;36,10430574713834;68,49513789490837;80000;0;facil_47;greenfield;False;False
facil_48;36,36763907941834;68,88597122667836;80000;0;facil_48;greenfield;False;False
facil_49;36,18930574679834;68,69013789412837;80000;0;facil_49;greenfield;False;False
facil_50;36,04680574736834;68,59430456117836;80000;0;facil_50;greenfield;False;False
facil_51;35,96763908101834;68,63347122768836;80000;0;facil_51;greenfield;False;False
facil_52;36,36597241275834;69,00763789285837;80000;0;facil_52;greenfield;False;False
facil_53;36,32680574624834;68,28430456241837;80000;0;facil_53;greenfield;False;False
facil_54;35,89597241463834;68,56430456129837;80000;0;facil_54;greenfield;False;False
facil_55;36,42597241251834;68,90763789325837;80000;0;facil_55;greenfield;False;False
facil_56;36,14847241362834;68,69263789411836;80000;0;facil_56;greenfield;False;False
facil_57;36,16180574690834;68,78847122706837;80000;0;facil_57;greenfield;False;False
facil_58;35,88597241467834;68,55930456131837;80000;0;facil_58;greenfield;False;False
facil_59;36,05763908065834;69,04513789270837;80000;0;facil_59;greenfield;False;False
facil_60;36,10847241378834;68,66763789421836;80000;0;facil_60;greenfield;False;False
facil_61;36,05263908067834;68,66847122754837;80000;0;facil_61;greenfield;False;False
facil_62;36,22763907997834;68,70680456072837;80000;0;facil_62;greenfield;False;False
facil_63;36,214305746698344;68,82097122693837;80000;0;facil_63;greenfield;False;False
facil_64;36,23430574661834;68,73930456059837;80000;0;facil_64;greenfield;False;False
facil_65;35,88097241469834;68,79597122703836;80000;0;facil_65;greenfield;False;False
facil_66;36,121805747068336;68,71847122734837;80000;0;facil_66;greenfield;False;False
facil_67;36,32513907958834;68,73513789394836;80000;0;facil_67;greenfield;False;False
facil_68;36,24763907989834;68,87013789340837;80000;0;facil_68;greenfield;False;False
facil_69;36,29430574637834;68,50847122818837;80000;0;facil_69;greenfield;False;False
facil_70;36,52847241210834;68,63263789435837;80000;0;facil_70;greenfield;False;False
facil_71;36,31513907962834;68,73513789394836;80000;0;facil_71;greenfield;False;False
facil_72;36,10680574712834;68,67847122750837;80000;0;facil_72;greenfield;False;False
facil_73;36,38180574602834;68,90013789328836;80000;0;facil_73;greenfield;False;False
facil_74;36,34097241285834;69,26513789182837;80000;0;facil_74;greenfield;False;False
facil_75;36,06930574727834;68,96430455969836;80000;0;facil_75;greenfield;False;False
facil_76;36,03847241406834;68,98930455959837;80000;0;facil_76;greenfield;False;False
facil_77;36,25513907986834;68,81180456030836;80000;0;facil_77;greenfield;False;False
facil_78;35,90013908128834;68,48680456160837;80000;0;facil_78;greenfield;False;False
facil_79;36,33763907953834;68,59347122784837;80000;0;facil_79;greenfield;False;False
facil_80;36,17013908020834;68,59513789450837;80000;0;facil_80;greenfield;False;False
facil_81;36,27263907979834;68,57430456125837;80000;0;facil_81;greenfield;False;False
facil_82;36,34847241282834;69,13347122568837;80000;0;facil_82;greenfield;False;False
facil_83;36,11763908041834;68,81680456028836;80000;0;facil_83;greenfield;False;False
facil_84;36,03347241408834;68,78263789375836;80000;0;facil_84;greenfield;False;False
facil_85;36,28513907974834;68,75013789388836;80000;0;facil_85;greenfield;False;False
facil_86;36,27513907978834;68,87347122672837;80000;0;facil_86;greenfield;False;False
facil_87;36,27763907977834;68,81597122695837;80000;0;facil_87;greenfield;False;False
facil_88;36,41597241255834;68,74680456056836;80000;0;facil_88;greenfield;False;False
facil_89;36,30763907965834;68,86513789342837;80000;0;facil_89;greenfield;False;False
facil_90;36,06847241394834;68,65263789427837;80000;0;facil_90;greenfield;False;False
facil_91;36,33597241287834;68,95847122638837;80000;0;facil_91;greenfield;False;False
facil_92;35,84763908149834;69,27263789179837;80000;0;facil_92;greenfield;False;False
facil_93;36,49013907892834;68,47930456163837;80000;0;facil_93;greenfield;False;False
facil_94;36,22513907998834;69,22097122533836;80000;0;facil_94;greenfield;False;False
facil_95;36,10347241380834;68,59013789452837;80000;0;facil_95;greenfield;False;False
facil_96;36,23097241329834;68,57847122790837;80000;0;facil_96;greenfield;False;False
facil_97;36,37430574605834;68,73347122728836;80000;0;facil_97;greenfield;False;False
facil_98;35,55597241599834;68,88180456002837;80000;0;facil_98;greenfield;False;False
facil_99;35,68180574882834;69,32930455823836;80000;0;facil_99;greenfield;False;False
facil_100;35,86263908143834;68,90597122659837;80000;0;facil_100;greenfield;False;False
facil_101;35,83430574821834;68,42430456185836;80000;0;facil_101;greenfield;False;False
facil_102;36,12513908038834;68,95263789307836;80000;0;facil_102;greenfield;False;False
facil_103;36,18930574679834;68,73680456060836;80000;0;facil_103;greenfield;False;False
facil_104;36,16513908022834;68,43347122848837;80000;0;facil_104;greenfield;False;False
facil_105;36,33513907954834;68,78513789374837;80000;0;facil_105;greenfield;False;False
facil_106;36,09013908052834;69,04263789271836;80000;0;facil_106;greenfield;False;False
facil_107;36,50597241219834;68,90930455991837;80000;0;facil_107;greenfield;False;False
facil_108;36,22597241331834;69,11180455910836;80000;0;facil_108;greenfield;False;False
facil_109;35,94513908110834;68,71513789402837;80000;0;facil_109;greenfield;False;False
facil_110;36,41347241256834;68,91847122654836;80000;0;facil_110;greenfield;False;False
facil_111;35,71930574867834;68,54930456135837;80000;0;facil_111;greenfield;False;False
facil_112;36,22180574666834;69,05013789268837;80000;0;facil_112;greenfield;False;False
facil_113;36,18847241346834;68,93097122649837;80000;0;facil_113;greenfield;False;False
facil_114;35,86513908142834;68,53847122806836;80000;0;facil_114;greenfield;False;False
facil_115;36,259305746518336;68,79597122703836;80000;0;facil_115;greenfield;False;False
facil_116;36,31097241297834;68,76263789383836;80000;0;facil_116;greenfield;False;False
facil_117;36,08513908054834;68,84930456015837;80000;0;facil_117;greenfield;False;False
facil_118;36,42347241252834;68,55097122801837;80000;0;facil_118;greenfield;False;False
facil_119;36,22680574664834;69,59597122383836;80000;0;facil_119;greenfield;False;False
facil_120;36,01763908081834;69,25013789188837;80000;0;facil_120;greenfield;False;False
facil_121;36,16513908022834;68,74847122722836;80000;0;facil_121;greenfield;False;False
facil_122;36,36597241275834;68,75847122718837;80000;0;facil_122;greenfield;False;False
facil_123;36,37680574604834;69,15013789228837;80000;0;facil_123;greenfield;False;False
facil_124;35,81680574828834;68,82597122691837;80000;0;facil_124;greenfield;False;False
facil_125;36,14847241362834;68,70763789405837;80000;0;facil_125;greenfield;False;False
facil_126;36,18680574680834;68,70013789408837;80000;0;facil_126;greenfield;False;False
facil_127;36,32680574624834;68,84763789349836;80000;0;facil_127;greenfield;False;False
facil_128;36,30763907965834;68,95763789305836;80000;0;facil_128;greenfield;False;False
facil_129;36,19763908009834;68,82263789359837;80000;0;facil_129;greenfield;False;False
facil_130;36,41597241255834;68,51013789484837;80000;0;facil_130;greenfield;False;False
facil_131;36,17847241350834;68,61597122775837;80000;0;facil_131;greenfield;False;False
facil_132;36,25347241320834;68,66597122755837;80000;0;facil_132;greenfield;False;False
facil_133;35,97930574763834;68,54513789470836;80000;0;facil_133;greenfield;False;False
facil_134;35,665139082228336;68,73180456062836;80000;0;facil_134;greenfield;False;False
facil_135;35,89930574795834;68,60430456113836;80000;0;facil_135;greenfield;False;False
facil_136;36,16847241354834;69,10680455912836;80000;0;facil_136;greenfield;False;False
facil_137;36,04347241404834;68,77180456046837;80000;0;facil_137;greenfield;False;False
facil_138;36,21763908001834;68,70930456071837;80000;0;facil_138;greenfield;False;False
facil_139;36,38097241269834;68,53763789473837;80000;0;facil_139;greenfield;False;False
facil_140;36,17097241353834;68,68430456081836;80000;0;facil_140;greenfield;False;False
