Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,28597241307834;69,19097122545837;80000;0;facil_1;greenfield;False;False
facil_2;36,16263908023834;68,74680456056836;80000;0;facil_2;greenfield;False;False
facil_3;36,25597241319834;68,82180456026836;80000;0;facil_3;greenfield;False;False
facil_4;36,33597241287834;68,27013789580836;80000;0;facil_4;greenfield;False;False
facil_5;35,40930574991834;68,26180456250836;80000;0;facil_5;greenfield;False;False
facil_6;35,69430574877834;69,32513789158837;80000;0;facil_6;greenfield;False;False
facil_7;35,89513908130834;68,55847122798836;80000;0;facil_7;greenfield;False;False
facil_8;36,01930574747834;68,66763789421836;80000;0;facil_8;greenfield;False;False
facil_9;36,20013908008834;68,79347122704837;80000;0;facil_9;greenfield;False;False
facil_10;35,96513908102834;68,64013789432836;80000;0;facil_10;greenfield;False;False
facil_11;36,32430574625834;68,85680456012837;80000;0;facil_11;greenfield;False;False
facil_12;36,01597241415834;68,60597122779836;80000;0;facil_12;greenfield;False;False
facil_13;35,57180574926834;68,43430456181837;80000;0;facil_13;greenfield;False;False
facil_14;36,47513907898834;68,41013789524837;80000;0;facil_14;greenfield;False;False
facil_15;36,32013907960834;68,82513789358836;80000;0;facil_15;greenfield;False;False
facil_16;36,50513907886834;68,65097122761837;80000;0;facil_16;greenfield;False;False
facil_17;36,24097241325834;68,72763789397837;80000;0;facil_17;greenfield;False;False
facil_18;36,37847241270834;68,24180456258837;80000;0;facil_18;greenfield;False;False
facil_19;36,20180574674834;69,54680455736836;80000;0;facil_19;greenfield;False;False
facil_20;35,83930574819834;68,82013789360836;80000;0;facil_20;greenfield;False;False
facil_21;36,28763907973834;68,73263789395837;80000;0;facil_21;greenfield;False;False
facil_22;36,33180574622834;68,55763789465837;80000;0;facil_22;greenfield;False;False
facil_23;36,41513907922834;68,51013789484837;80000;0;facil_23;greenfield;False;False
facil_24;35,85180574814834;69,27763789177837;80000;0;facil_24;greenfield;False;False
facil_25;36,06680574728834;68,63180456102836;80000;0;facil_25;greenfield;False;False
facil_26;36,22097241333834;68,81680456028836;80000;0;facil_26;greenfield;False;False
facil_27;36,14680574696834;68,76097122717837;80000;0;facil_27;greenfield;False;False
facil_28;36,20930574671834;69,14763789229836;80000;0;facil_28;greenfield;False;False
facil_29;36,31013907964834;69,26180455850837;80000;0;facil_29;greenfield;False;False
facil_30;36,37263907939834;69,03263789275837;80000;0;facil_30;greenfield;False;False
facil_31;36,23263907995834;68,57847122790837;80000;0;facil_31;greenfield;False;False
facil_32;36,09347241384834;68,52097122813836;80000;0;facil_32;greenfield;False;False
facil_33;36,12013908040834;68,72263789399837;80000;0;facil_33;greenfield;False;False
facil_34;36,36263907943834;68,77430456045836;80000;0;facil_34;greenfield;False;False
facil_35;36,25597241319834;68,80180456034836;80000;0;facil_35;greenfield;False;False
facil_36;36,42513907918834;68,90763789325837;80000;0;facil_36;greenfield;False;False
facil_37;35,95180574774834;68,56430456129837;80000;0;facil_37;greenfield;False;False
facil_38;36,32513907958834;68,76347122716837;80000;0;facil_38;greenfield;False;False
facil_39;36,49680574556834;68,86597122675836;80000;0;facil_39;greenfield;False;False
facil_40;36,08180574722834;68,57930456123836;80000;0;facil_40;greenfield;False;False
facil_41;35,86263908143834;68,91097122657837;80000;0;facil_41;greenfield;False;False
facil_42;36,32680574624834;68,98263789295837;80000;0;facil_42;greenfield;False;False
facil_43;36,00847241418834;68,58597122787836;80000;0;facil_43;greenfield;False;False
facil_44;36,09847241382834;69,00680455952836;80000;0;facil_44;greenfield;False;False
facil_45;35,71763908201834;68,55847122798836;80000;0;facil_45;greenfield;False;False
facil_46;36,07430574725834;68,95847122638837;80000;0;facil_46;greenfield;False;False
facil_47;35,57597241591834;68,86930456007836;80000;0;facil_47;greenfield;False;False
facil_48;36,349305746158336;69,11263789243837;80000;0;facil_48;greenfield;False;False
facil_49;35,96513908102834;69,04930455935836;80000;0;facil_49;greenfield;False;False
facil_50;35,92180574786834;68,73513789394836;80000;0;facil_50;greenfield;False;False
facil_51;36,26763907981834;68,85097122681836;80000;0;facil_51;greenfield;False;False
facil_52;36,06680574728834;69,10680455912836;80000;0;facil_52;greenfield;False;False
facil_53;35,83430574821834;68,85847122678837;80000;0;facil_53;greenfield;False;False
facil_54;36,36930574607834;68,54430456137837;80000;0;facil_54;greenfield;False;False
facil_55;35,58013908256834;69,42597122451836;80000;0;facil_55;greenfield;False;False
facil_56;36,33013907956834;68,72680456064836;80000;0;facil_56;greenfield;False;False
facil_57;36,01347241416834;69,12263789239836;80000;0;facil_57;greenfield;False;False
facil_58;36,214305746698344;68,76513789382837;80000;0;facil_58;greenfield;False;False
facil_59;36,17430574685834;69,16930455887837;80000;0;facil_59;greenfield;False;False
facil_60;36,44847241242834;68,72597122731837;80000;0;facil_60;greenfield;False;False
facil_61;36,10347241380834;68,66847122754837;80000;0;facil_61;greenfield;False;False
facil_62;36,38930574599834;68,85013789348837;80000;0;facil_62;greenfield;False;False
facil_63;36,10597241379834;68,50013789488837;80000;0;facil_63;greenfield;False;False
facil_64;35,83930574819834;68,77263789379836;80000;0;facil_64;greenfield;False;False
facil_65;36,01013908084834;68,66180456090837;80000;0;facil_65;greenfield;False;False
facil_66;36,07013908060834;69,00013789288836;80000;0;facil_66;greenfield;False;False
facil_67;36,51013907884834;68,22930456263836;80000;0;facil_67;greenfield;False;False
facil_68;36,35930574611834;69,02513789278836;80000;0;facil_68;greenfield;False;False
facil_69;36,23097241329834;68,83263789355837;80000;0;facil_69;greenfield;False;False
facil_70;36,15680574692834;68,80180456034836;80000;0;facil_70;greenfield;False;False
facil_71;36,29597241303834;68,50847122818837;80000;0;facil_71;greenfield;False;False
facil_72;36,16597241355834;68,45347122840836;80000;0;facil_72;greenfield;False;False
facil_73;36,34680574616834;68,81097122697837;80000;0;facil_73;greenfield;False;False
facil_74;36,25180574654834;68,64097122765837;80000;0;facil_74;greenfield;False;False
facil_75;36,34347241284834;68,91597122655837;80000;0;facil_75;greenfield;False;False
facil_76;36,17430574685834;68,58680456120837;80000;0;facil_76;greenfield;False;False
facil_77;36,27180574646834;68,81763789361837;80000;0;facil_77;greenfield;False;False
facil_78;36,27263907979834;69,09847122582836;80000;0;facil_78;greenfield;False;False
facil_79;36,41347241256834;68,73263789395837;80000;0;facil_79;greenfield;False;False
facil_80;35,88263908135834;68,45597122839837;80000;0;facil_80;greenfield;False;False
facil_81;36,34513907950834;69,26430455849837;80000;0;facil_81;greenfield;False;False
facil_82;36,38430574601834;68,53930456139837;80000;0;facil_82;greenfield;False;False
facil_83;36,20763908005834;68,93263789315837;80000;0;facil_83;greenfield;False;False
facil_84;36,44263907911834;68,88180456002837;80000;0;facil_84;greenfield;False;False
facil_85;36,12097241373834;68,95430455973836;80000;0;facil_85;greenfield;False;False
facil_86;35,76263908183834;68,81847122694836;80000;0;facil_86;greenfield;False;False
facil_87;36,05097241401834;68,58930456119836;80000;0;facil_87;greenfield;False;False
facil_88;35,94180574778834;68,61180456110837;80000;0;facil_88;greenfield;False;False
facil_89;36,18763908013834;68,60930456111836;80000;0;facil_89;greenfield;False;False
facil_90;36,40930574591834;68,61680456108837;80000;0;facil_90;greenfield;False;False
facil_91;36,22180574666834;68,71097122737837;80000;0;facil_91;greenfield;False;False
facil_92;36,25013907988834;68,78763789373836;80000;0;facil_92;greenfield;False;False
facil_93;36,05763908065834;68,85847122678837;80000;0;facil_93;greenfield;False;False
facil_94;36,52680574544834;68,73347122728836;80000;0;facil_94;greenfield;False;False
facil_95;36,29097241305834;68,86013789344837;80000;0;facil_95;greenfield;False;False
facil_96;36,26847241314834;68,56680456128836;80000;0;facil_96;greenfield;False;False
facil_97;36,05180574734834;68,98847122626836;80000;0;facil_97;greenfield;False;False
facil_98;35,64430574897834;68,70847122738837;80000;0;facil_98;greenfield;False;False
facil_99;35,89847241462834;68,74513789390836;80000;0;facil_99;greenfield;False;False
facil_100;36,02763908077834;68,75763789385837;80000;0;facil_100;greenfield;False;False
facil_101;36,33847241286834;68,44097122845837;80000;0;facil_101;greenfield;False;False
