Name;Latitude;Longitude;Capacity
facil_1;-50,0;-4,0;37,0
facil_2;-67,0;14,0;37,0
facil_3;27,0;-29,0;37,0
facil_4;37,0;21,0;37,0
facil_5;50,0;2,0;37,0
facil_6;-48,0;9,0;37,0
facil_7;11,0;-59,0;37,0
facil_8;13,0;50,0;37,0
facil_9;-31,0;8,0;37,0
facil_10;-67,0;24,0;37,0
facil_11;73,0;-1,0;37,0
facil_12;-51,0;47,0;37,0
facil_13;3,0;-62,0;37,0
facil_14;5,0;-42,0;37,0
facil_15;-36,0;-53,0;37,0
facil_16;-32,0;-48,0;37,0
facil_17;-61,0;12,0;37,0
facil_18;-17,0;32,0;37,0
facil_19;-29,0;58,0;37,0
facil_20;-44,0;39,0;37,0
facil_21;-33,0;28,0;37,0
facil_22;-33,0;-23,0;37,0
facil_23;-46,0;-31,0;37,0
facil_24;31,0;21,0;37,0
facil_25;37,0;-60,0;37,0
