Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage;is_critical
facil_1;35,99430574757834;68,94097122645837;8,506;0;facil_1;greenfield;False;False;True
facil_2;36,29847241302834;69,23930455859836;926,1610000000001;0;facil_2;greenfield;False;False;True
facil_3;36,23180574662834;69,14430455897836;1869,501;0;facil_3;greenfield;False;False;True
facil_4;36,33180574622834;69,26930455847837;114,04799999999999;0;facil_4;greenfield;False;False;True
facil_5;36,38680574600834;68,90263789327837;42,597;0;facil_5;greenfield;False;False;True
facil_6;36,06013908064834;69,08430455921837;103,30699999999999;0;facil_6;greenfield;False;False;True
facil_7;36,19763908009834;69,12763789237837;1389,425;0;facil_7;greenfield;False;False;True
facil_8;35,92513908118834;69,48013789096836;1,034;0;facil_8;greenfield;False;False;True
facil_9;36,23180574662834;69,17347122552837;1723,7969999999998;0;facil_9;greenfield;False;False;True
facil_10;36,30263907967834;69,11097122577837;1243,254;0;facil_10;greenfield;False;False;True
facil_11;36,22347241332834;69,22847122530837;1295,558;0;facil_11;greenfield;False;False;True
facil_12;36,29180574638834;68,85847122678837;1,9680000000000002;0;facil_12;greenfield;False;False;True
facil_13;36,33430574621834;69,55680455732836;56,14;0;facil_13;greenfield;False;False;True
facil_14;36,34513907950834;69,10013789248836;718,346;0;facil_14;greenfield;False;False;True
facil_15;36,10013908048834;68,98763789293837;35,125;0;facil_15;greenfield;False;False;True
facil_16;35,87680574804834;69,25513789186837;60,343;0;facil_16;greenfield;False;False;True
facil_17;36,03847241406834;69,11180455910836;90,231;0;facil_17;greenfield;False;False;True
facil_18;36,34597241283834;69,14597122563836;710,874;0;facil_18;greenfield;False;False;True
facil_19;36,34180574618834;69,26680455848836;152,809;0;facil_19;greenfield;False;False;True
facil_20;36,21763908001834;69,53763789073837;931,298;0;facil_20;greenfield;False;False;True
facil_21;36,03763908073834;68,98180455962837;43,531;0;facil_21;greenfield;False;False;True
facil_22;36,17263908019834;69,14347122564837;1086,3419999999999;0;facil_22;greenfield;False;False;True
facil_23;36,13430574701834;69,18597122547837;352,218;0;facil_23;greenfield;False;False;True
facil_24;36,04347241404834;69,22180455866837;61,277;0;facil_24;greenfield;False;False;True
facil_25;36,13763908033834;69,54180455738836;188,301;0;facil_25;greenfield;False;False;True
facil_26;36,08263908055834;69,05513789266837;91,16499999999999;0;facil_26;greenfield;False;False;True
facil_27;36,05263908067834;69,00763789285837;52,871;0;facil_27;greenfield;False;False;True
