Name;Latitude;Longitude;Demand
cust_1;63,0;475,0;1
cust_2;766,0;504,0;1
cust_3;895,0;595,0;1
cust_4;816,0;377,0;1
cust_5;462,0;590,0;1
cust_6;997,0;596,0;1
cust_7;775,0;993,0;1
cust_8;16,0;97,0;1
cust_9;839,0;348,0;1
cust_10;558,0;896,0;1
cust_11;423,0;912,0;1
cust_12;169,0;411,0;1
cust_13;75,0;602,0;1
cust_14;402,0;52,0;1
cust_15;388,0;208,0;1
cust_16;202,0;39,0;1
cust_17;510,0;841,0;1
cust_18;555,0;484,0;1
cust_19;920,0;633,0;1
cust_20;369,0;718,0;1
cust_21;432,0;696,0;1
cust_22;624,0;872,0;1
cust_23;472,0;323,0;1
cust_24;753,0;701,0;1
cust_25;584,0;440,0;1
cust_26;292,0;665,0;1
cust_27;202,0;310,0;1
cust_28;764,0;255,0;1
cust_29;662,0;486,0;1
cust_30;822,0;575,0;1
cust_31;469,0;13,0;1
cust_32;640,0;165,0;1
cust_33;814,0;886,0;1
cust_34;554,0;82,0;1
cust_35;336,0;745,0;1
cust_36;950,0;229,0;1
cust_37;142,0;835,0;1
cust_38;407,0;932,0;1
cust_39;69,0;205,0;1
cust_40;86,0;764,0;1
cust_41;202,0;165,0;1
cust_42;376,0;632,0;1
cust_43;639,0;987,0;1
cust_44;775,0;98,0;1
cust_45;503,0;855,0;1
cust_46;38,0;960,0;1
cust_47;215,0;73,0;1
cust_48;566,0;78,0;1
cust_49;4,0;517,0;1
cust_50;44,0;457,0;1
cust_51;676,0;337,0;1
cust_52;338,0;568,0;1
cust_53;623,0;911,0;1
cust_54;626,0;931,0;1
cust_55;97,0;43,0;1
cust_56;799,0;942,0;1
cust_57;725,0;430,0;1
cust_58;93,0;953,0;1
cust_59;264,0;347,0;1
cust_60;986,0;595,0;1
cust_61;631,0;614,0;1
cust_62;331,0;362,0;1
cust_63;158,0;793,0;1
cust_64;760,0;436,0;1
cust_65;115,0;641,0;1
cust_66;307,0;764,0;1
cust_67;469,0;817,0;1
cust_68;315,0;388,0;1
cust_69;906,0;830,0;1
cust_70;564,0;25,0;1
cust_71;88,0;246,0;1
cust_72;671,0;892,0;1
cust_73;181,0;139,0;1
cust_74;723,0;784,0;1
cust_75;609,0;798,0;1
cust_76;174,0;403,0;1
cust_77;76,0;671,0;1
cust_78;984,0;939,0;1
cust_79;830,0;579,0;1
cust_80;3,0;893,0;1
cust_81;176,0;164,0;1
cust_82;625,0;158,0;1
cust_83;249,0;590,0;1
cust_84;663,0;347,0;1
cust_85;21,0;500,0;1
cust_86;501,0;372,0;1
cust_87;572,0;218,0;1
cust_88;483,0;270,0;1
cust_89;604,0;201,0;1
cust_90;548,0;281,0;1
cust_91;205,0;745,0;1
cust_92;125,0;178,0;1
cust_93;870,0;931,0;1
cust_94;276,0;846,0;1
cust_95;759,0;839,0;1
cust_96;79,0;105,0;1
cust_97;218,0;992,0;1
cust_98;277,0;797,0;1
cust_99;545,0;62,0;1
cust_100;161,0;102,0;1
cust_101;1,0;827,0;1
cust_102;719,0;128,0;1
cust_103;80,0;366,0;1
cust_104;16,0;732,0;1
cust_105;24,0;521,0;1
cust_106;848,0;600,0;1
cust_107;585,0;594,0;1
cust_108;618,0;577,0;1
cust_109;44,0;300,0;1
cust_110;489,0;239,0;1
cust_111;479,0;978,0;1
cust_112;768,0;731,0;1
cust_113;274,0;30,0;1
cust_114;546,0;837,0;1
cust_115;890,0;640,0;1
cust_116;594,0;308,0;1
cust_117;878,0;716,0;1
cust_118;498,0;448,0;1
cust_119;145,0;96,0;1
cust_120;54,0;935,0;1
cust_121;473,0;5,0;1
cust_122;906,0;899,0;1
cust_123;277,0;752,0;1
cust_124;435,0;254,0;1
cust_125;630,0;686,0;1
cust_126;905,0;275,0;1
cust_127;521,0;401,0;1
cust_128;850,0;425,0;1
cust_129;374,0;186,0;1
cust_130;712,0;433,0;1
cust_131;814,0;730,0;1
