Name;Latitude;Longitude;Demand
cust_1;2650,0;802,0;1
cust_2;1774,0;107,0;1
cust_3;1307,0;964,0;1
cust_4;3806,0;746,0;1
cust_5;2687,0;1353,0;1
cust_6;43,0;1957,0;1
cust_7;3092,0;1668,0;1
cust_8;185,0;1542,0;1
cust_9;834,0;629,0;1
cust_10;40,0;462,0;1
cust_11;1183,0;1391,0;1
cust_12;2048,0;1628,0;1
cust_13;1097,0;643,0;1
cust_14;1838,0;1732,0;1
cust_15;234,0;1118,0;1
cust_16;3314,0;1881,0;1
cust_17;737,0;1285,0;1
cust_18;779,0;777,0;1
cust_19;2312,0;1949,0;1
cust_20;1380,0;939,0;1
cust_21;2848,0;96,0;1
cust_22;3510,0;1671,0;1
cust_23;457,0;334,0;1
cust_24;3888,0;666,0;1
cust_25;984,0;965,0;1
cust_26;2721,0;1482,0;1
cust_27;1286,0;525,0;1
cust_28;2716,0;1432,0;1
cust_29;738,0;1325,0;1
cust_30;1251,0;1832,0;1
cust_31;2728,0;1698,0;1
cust_32;3815,0;169,0;1
cust_33;3683,0;1533,0;1
cust_34;1247,0;1945,0;1
cust_35;123,0;862,0;1
cust_36;1234,0;1946,0;1
cust_37;252,0;1240,0;1
cust_38;611,0;673,0;1
cust_39;2576,0;1676,0;1
cust_40;928,0;1700,0;1
cust_41;53,0;857,0;1
cust_42;1807,0;1711,0;1
cust_43;274,0;1420,0;1
cust_44;2574,0;946,0;1
cust_45;178,0;24,0;1
cust_46;2678,0;1825,0;1
cust_47;1795,0;962,0;1
cust_48;3384,0;1498,0;1
cust_49;3520,0;1079,0;1
cust_50;1256,0;61,0;1
cust_51;1424,0;1728,0;1
cust_52;3913,0;192,0;1
cust_53;3085,0;1528,0;1
cust_54;2573,0;1969,0;1
cust_55;463,0;1670,0;1
cust_56;3875,0;598,0;1
cust_57;298,0;1513,0;1
cust_58;3479,0;821,0;1
cust_59;2542,0;236,0;1
cust_60;3955,0;1743,0;1
cust_61;1323,0;280,0;1
cust_62;3447,0;1830,0;1
cust_63;2936,0;337,0;1
cust_64;1621,0;1830,0;1
cust_65;3373,0;1646,0;1
cust_66;1393,0;1368,0;1
cust_67;3874,0;1318,0;1
cust_68;938,0;955,0;1
cust_69;3022,0;474,0;1
cust_70;2482,0;1183,0;1
cust_71;3854,0;923,0;1
cust_72;376,0;825,0;1
cust_73;2519,0;135,0;1
cust_74;2945,0;1622,0;1
cust_75;953,0;268,0;1
cust_76;2628,0;1479,0;1
cust_77;2097,0;981,0;1
cust_78;890,0;1846,0;1
cust_79;2139,0;1806,0;1
cust_80;2421,0;1007,0;1
cust_81;2290,0;1810,0;1
cust_82;1115,0;1052,0;1
cust_83;2588,0;302,0;1
cust_84;327,0;265,0;1
cust_85;241,0;341,0;1
cust_86;1917,0;687,0;1
cust_87;2991,0;792,0;1
cust_88;2573,0;599,0;1
cust_89;19,0;674,0;1
cust_90;3911,0;1673,0;1
cust_91;872,0;1559,0;1
cust_92;2863,0;558,0;1
cust_93;929,0;1766,0;1
cust_94;839,0;620,0;1
cust_95;3893,0;102,0;1
cust_96;2178,0;1619,0;1
cust_97;3822,0;899,0;1
cust_98;378,0;1048,0;1
cust_99;1178,0;100,0;1
cust_100;2599,0;901,0;1
cust_101;3416,0;143,0;1
cust_102;2961,0;1605,0;1
cust_103;611,0;1384,0;1
cust_104;3113,0;885,0;1
cust_105;2597,0;1830,0;1
cust_106;2586,0;1286,0;1
cust_107;161,0;906,0;1
cust_108;1429,0;134,0;1
cust_109;742,0;1025,0;1
cust_110;1625,0;1651,0;1
cust_111;1187,0;706,0;1
cust_112;1787,0;1009,0;1
cust_113;22,0;987,0;1
cust_114;3640,0;43,0;1
cust_115;3756,0;882,0;1
cust_116;776,0;392,0;1
cust_117;1724,0;1642,0;1
cust_118;198,0;1810,0;1
cust_119;3950,0;1558,0;1
