Name;Latitude;Longitude;Demand
cust_1;-40,0;17,0;4,0
cust_2;46,0;5,0;2,0
cust_3;-59,0;12,0;4,0
cust_4;0,0;41,0;4,0
cust_5;58,0;38,0;1,0
cust_6;19,0;61,0;3,0
cust_7;61,0;-23,0;2,0
cust_8;42,0;23,0;5,0
cust_9;67,0;-17,0;1,0
cust_10;50,0;-50,0;1,0
cust_11;45,0;58,0;4,0
cust_12;-23,0;19,0;1,0
cust_13;-41,0;25,0;2,0
cust_14;32,0;-48,0;1,0
cust_15;-43,0;-19,0;3,0
cust_16;-66,0;2,0;1,0
cust_17;-20,0;-49,0;1,0
cust_18;21,0;-20,0;1,0
cust_19;-6,0;-41,0;2,0
cust_20;0,0;-56,0;2,0
cust_21;41,0;-29,0;2,0
cust_22;32,0;18,0;5,0
cust_23;-61,0;-36,0;1,0
cust_24;47,0;26,0;1,0
cust_25;7,0;60,0;1,0
cust_26;-27,0;2,0;1,0
cust_27;-27,0;65,0;2,0
cust_28;-35,0;-54,0;4,0
cust_29;0,0;-73,0;4,0
cust_30;37,0;-32,0;5,0
cust_31;21,0;-59,0;1,0
cust_32;55,0;2,0;1,0
cust_33;-30,0;34,0;1,0
cust_34;-7,0;59,0;2,0
cust_35;30,0;-3,0;4,0
cust_36;19,0;71,0;1,0
cust_37;51,0;-7,0;2,0
cust_38;39,0;-18,0;1,0
cust_39;-21,0;51,0;1,0
cust_40;-28,0;56,0;1,0
cust_41;-38,0;-31,0;4,0
cust_42;-37,0;39,0;5,0
cust_43;-22,0;47,0;4,0
cust_44;60,0;-34,0;2,0
cust_45;70,0;18,0;1,0
cust_46;-6,0;-67,0;5,0
cust_47;3,0;45,0;1,0
cust_48;9,0;74,0;2,0
cust_49;-31,0;0,0;1,0
cust_50;27,0;-22,0;1,0
cust_51;-18,0;-39,0;2,0
cust_52;-68,0;-27,0;1,0
cust_53;44,0;38,0;5,0
cust_54;-33,0;1,0;2,0
cust_55;-35,0;56,0;2,0
cust_56;60,0;21,0;1,0
cust_57;-63,0;13,0;4,0
cust_58;7,0;64,0;1,0
cust_59;-45,0;-23,0;5,0
cust_60;-67,0;-25,0;5,0
cust_61;-27,0;16,0;3,0
cust_62;22,0;-51,0;2,0
cust_63;36,0;-49,0;5,0
cust_64;-71,0;-11,0;2,0
cust_65;-52,0;-16,0;1,0
cust_66;-29,0;-39,0;2,0
cust_67;64,0;20,0;1,0
cust_68;-59,0;46,0;1,0
cust_69;-46,0;19,0;1,0
cust_70;-29,0;29,0;1,0
cust_71;-72,0;-18,0;1,0
cust_72;-46,0;-14,0;3,0
cust_73;-39,0;-5,0;1,0
cust_74;-42,0;-57,0;1,0
cust_75;33,0;15,0;1,0
cust_76;-15,0;-53,0;1,0
cust_77;33,0;43,0;1,0
cust_78;58,0;30,0;2,0
cust_79;45,0;-22,0;1,0
cust_80;64,0;-35,0;3,0
