Name;Latitude;Longitude;Capacity
facil_1;691,0;729,0;2
facil_2;978,0;828,0;2
facil_3;427,0;367,0;2
facil_4;777,0;543,0;2
facil_5;190,0;596,0;2
facil_6;773,0;750,0;2
facil_7;234,0;727,0;2
facil_8;851,0;358,0;2
facil_9;140,0;69,0;2
facil_10;891,0;285,0;2
facil_11;467,0;13,0;2
facil_12;537,0;162,0;2
facil_13;636,0;355,0;2
facil_14;213,0;284,0;2
facil_15;75,0;877,0;2
facil_16;384,0;814,0;2
facil_17;606,0;173,0;2
facil_18;76,0;236,0;2
facil_19;86,0;733,0;2
facil_20;642,0;61,0;2
facil_21;303,0;261,0;2
facil_22;771,0;775,0;2
facil_23;107,0;264,0;2
facil_24;763,0;43,0;2
facil_25;811,0;873,0;2
facil_26;38,0;170,0;2
facil_27;822,0;920,0;2
facil_28;907,0;792,0;2
facil_29;539,0;273,0;2
facil_30;576,0;836,0;2
facil_31;491,0;411,0;2
facil_32;430,0;725,0;2
facil_33;727,0;248,0;2
facil_34;532,0;825,0;2
facil_35;457,0;218,0;2
facil_36;398,0;153,0;2
facil_37;942,0;597,0;2
facil_38;8,0;330,0;2
facil_39;637,0;85,0;6
facil_40;75,0;781,0;2
facil_41;578,0;635,0;4
facil_42;560,0;188,0;7
facil_43;27,0;523,0;2
facil_44;432,0;198,0;5
facil_45;359,0;691,0;10
facil_46;695,0;372,0;6
facil_47;203,0;307,0;2
facil_48;641,0;389,0;8
facil_49;836,0;612,0;4
facil_50;375,0;499,0;2
facil_51;818,0;980,0;4
facil_52;577,0;226,0;4
facil_53;889,0;259,0;4
facil_54;516,0;324,0;3
facil_55;102,0;346,0;2
facil_56;318,0;976,0;5
facil_57;223,0;11,0;2
facil_58;484,0;245,0;4
facil_59;365,0;982,0;4
facil_60;648,0;790,0;5
facil_61;878,0;261,0;4
facil_62;600,0;800,0;6
facil_63;493,0;722,0;7
facil_64;549,0;214,0;5
facil_65;714,0;918,0;2
facil_66;638,0;166,0;3
facil_67;452,0;172,0;3
facil_68;711,0;687,0;3
facil_69;924,0;905,0;6
facil_70;326,0;662,0;7
facil_71;786,0;203,0;4
facil_72;24,0;32,0;2
facil_73;529,0;661,0;7
facil_74;843,0;248,0;5
facil_75;115,0;449,0;3
facil_76;82,0;971,0;2
facil_77;876,0;644,0;3
facil_78;322,0;24,0;2
facil_79;642,0;810,0;6
facil_80;685,0;607,0;3
facil_81;141,0;824,0;2
facil_82;351,0;732,0;13
facil_83;641,0;954,0;3
facil_84;330,0;941,0;4
facil_85;830,0;188,0;4
facil_86;469,0;250,0;4
facil_87;970,0;812,0;2
facil_88;723,0;360,0;7
facil_89;274,0;238,0;3
facil_90;668,0;103,0;4
facil_91;562,0;82,0;12
facil_92;269,0;147,0;3
facil_93;135,0;493,0;3
facil_94;895,0;953,0;12
facil_95;930,0;729,0;2
facil_96;579,0;972,0;3
facil_97;901,0;987,0;11
facil_98;546,0;102,0;13
facil_99;664,0;479,0;9
facil_100;967,0;393,0;9
facil_101;388,0;767,0;11
facil_102;977,0;995,0;8
facil_103;968,0;434,0;9
facil_104;517,0;382,0;3
facil_105;974,0;455,0;7
facil_106;537,0;160,0;11
facil_107;457,0;1,0;3
facil_108;556,0;91,0;13
facil_109;995,0;969,0;8
facil_110;768,0;432,0;5
facil_111;991,0;1000,0;8
facil_112;295,0;704,0;9
facil_113;802,0;446,0;5
facil_114;785,0;358,0;4
facil_115;576,0;108,0;14
facil_116;592,0;694,0;4
facil_117;527,0;109,0;12
facil_118;607,0;347,0;4
facil_119;693,0;470,0;10
facil_120;690,0;10,0;3
facil_121;843,0;955,0;8
facil_122;767,0;401,0;7
facil_123;854,0;524,0;2
facil_124;325,0;778,0;9
facil_125;465,0;885,0;5
facil_126;415,0;721,0;11
facil_127;889,0;993,0;10
facil_128;955,0;943,0;13
facil_129;394,0;769,0;12
facil_130;584,0;479,0;9
facil_131;545,0;66,0;13
facil_132;496,0;700,0;6
facil_133;942,0;991,0;12
facil_134;888,0;436,0;3
facil_135;980,0;290,0;2
facil_136;958,0;475,0;6
facil_137;444,0;754,0;9
facil_138;583,0;835,0;5
facil_139;435,0;761,0;10
facil_140;887,0;925,0;10
facil_141;919,0;932,0;11
facil_142;997,0;371,0;5
facil_143;710,0;300,0;4
facil_144;597,0;547,0;6
facil_145;253,0;971,0;3
facil_146;372,0;794,0;9
facil_147;648,0;450,0;11
facil_148;438,0;871,0;6
facil_149;758,0;513,0;3
facil_150;638,0;469,0;12
facil_151;313,0;682,0;9
facil_152;728,0;143,0;2
facil_153;852,0;970,0;8
facil_154;458,0;787,0;7
facil_155;635,0;24,0;4
facil_156;752,0;463,0;7
facil_157;616,0;535,0;7
facil_158;944,0;381,0;6
facil_159;524,0;482,0;4
facil_160;550,0;133,0;13
