Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage;is_critical
facil_1;36,34430574617834;69,26180455850837;148,606;0;facil_1;greenfield;False;False;False
facil_2;36,11930574707834;68,98680455960837;29,988000000000003;0;facil_2;greenfield;False;False;False
facil_3;36,10680574712834;69,16680455888837;99,571;0;facil_3;greenfield;False;False;False
facil_4;36,21597241335834;69,26263789183837;200,0;0;facil_4;greenfield;False;False;False
facil_5;35,88347241468834;69,25013789188837;65,47999999999999;0;facil_5;greenfield;False;False;False
facil_6;36,02013908080834;69,00263789287837;41,196;0;facil_6;greenfield;False;False;False
facil_7;36,17680574684834;69,11680455908837;200,0;0;facil_7;greenfield;False;False;False
facil_8;36,22513907998834;69,11930455907837;200,0;0;facil_8;greenfield;False;False;False
facil_9;36,10097241381834;69,12930455903836;200,0;0;facil_9;greenfield;False;False;False
facil_10;35,84930574815834;69,26763789181837;45,866;0;facil_10;greenfield;False;False;False
facil_11;36,21597241335834;69,53513789074836;200,0;0;facil_11;greenfield;False;False;False
facil_12;36,24763907989834;69,21097122537836;200,0;0;facil_12;greenfield;False;False;False
facil_13;36,27430574645834;69,13347122568837;200,0;0;facil_13;greenfield;False;False;False
facil_14;36,07513908058834;69,05180455934837;99,104;0;facil_14;greenfield;False;False;False
facil_15;36,33847241286834;69,10180455914836;200,0;0;facil_15;greenfield;False;False;False
facil_16;36,06597241395834;69,10097122581837;162,149;0;facil_16;greenfield;False;False;False
facil_17;36,29597241303834;69,19930455875837;200,0;0;facil_17;greenfield;False;False;False
facil_18;35,80513908166834;68,81513789362836;2,902;0;facil_18;greenfield;False;False;False
facil_19;35,938472414468336;69,02013789280836;7,1049999999999995;0;facil_19;greenfield;False;False;False
facil_20;36,07513908058834;68,95847122638837;24,384;0;facil_20;greenfield;False;False;False
facil_21;36,31763907961834;69,23847122526837;200,0;0;facil_21;greenfield;False;False;False
facil_22;36,22097241333834;69,13263789235836;200,0;0;facil_22;greenfield;False;False;False
facil_23;36,17013908020834;69,17180455886836;200,0;0;facil_23;greenfield;False;False;False
facil_24;36,47847241230834;68,97680455964837;25,318;0;facil_24;greenfield;False;False;False
facil_25;36,35763907945834;69,04097122605836;200,0;0;facil_25;greenfield;False;False;False
facil_26;35,99263908091834;69,25013789188837;62,211;0;facil_26;greenfield;False;False;False
facil_27;36,22597241331834;69,22097122533836;200,0;0;facil_27;greenfield;False;False;False
facil_28;36,09597241383834;69,02180455946836;58,942;0;facil_28;greenfield;False;False;False
facil_29;36,39263907931834;68,97513789298837;65,47999999999999;0;facil_29;greenfield;False;False;False
facil_30;36,05097241401834;69,01763789281837;58,475;0;facil_30;greenfield;False;False;False
facil_31;35,92263908119834;69,25763789185837;71,08399999999999;0;facil_31;greenfield;False;False;False
facil_32;36,08430574721834;69,07847122590837;140,2;0;facil_32;greenfield;False;False;False
facil_33;36,18680574680834;69,11097122577837;200,0;0;facil_33;greenfield;False;False;False
facil_34;35,99347241424834;69,09013789252836;33,257;0;facil_34;greenfield;False;False;False
facil_35;36,18013908016834;69,13263789235836;200,0;0;facil_35;greenfield;False;False;False
facil_36;36,32847241290834;68,98263789295837;93,033;0;facil_36;greenfield;False;False;False
facil_37;36,16930574687834;69,11180455910836;200,0;0;facil_37;greenfield;False;False;False
