Name;Latitude;Longitude;Demand
cust_1;2650,0;802,0;1
cust_2;1774,0;107,0;1
cust_3;1307,0;964,0;1
cust_4;3806,0;746,0;1
cust_5;2687,0;1353,0;1
cust_6;43,0;1957,0;1
cust_7;3092,0;1668,0;1
cust_8;185,0;1542,0;1
cust_9;834,0;629,0;1
cust_10;86,0;1065,0;1
cust_11;14,0;454,0;1
cust_12;1327,0;1893,0;1
cust_13;2773,0;1286,0;1
cust_14;2469,0;1838,0;1
cust_15;3835,0;963,0;1
cust_16;1031,0;428,0;1
cust_17;3853,0;1712,0;1
cust_18;1868,0;197,0;1
cust_19;1544,0;863,0;1
cust_20;457,0;1607,0;1
cust_21;3174,0;1064,0;1
cust_22;192,0;1004,0;1
cust_23;2318,0;1925,0;1
cust_24;2232,0;1374,0;1
cust_25;396,0;828,0;1
cust_26;2365,0;1649,0;1
cust_27;2499,0;658,0;1
cust_28;1410,0;307,0;1
cust_29;2990,0;214,0;1
cust_30;3646,0;1018,0;1
cust_31;3394,0;1028,0;1
cust_32;1779,0;90,0;1
cust_33;1058,0;372,0;1
cust_34;2933,0;1459,0;1
cust_35;3099,0;173,0;1
cust_36;2178,0;978,0;1
cust_37;138,0;1610,0;1
cust_38;2082,0;1753,0;1
cust_39;2302,0;1127,0;1
cust_40;805,0;272,0;1
cust_41;22,0;1617,0;1
cust_42;3213,0;1085,0;1
cust_43;99,0;536,0;1
cust_44;1533,0;1780,0;1
cust_45;3564,0;676,0;1
cust_46;29,0;6,0;1
cust_47;3808,0;1375,0;1
cust_48;2221,0;291,0;1
cust_49;3499,0;1885,0;1
cust_50;3124,0;408,0;1
cust_51;781,0;671,0;1
cust_52;1027,0;1041,0;1
cust_53;3249,0;378,0;1
cust_54;3297,0;491,0;1
cust_55;213,0;220,0;1
cust_56;721,0;186,0;1
cust_57;3736,0;1542,0;1
cust_58;868,0;731,0;1
cust_59;960,0;303,0;1
