Name;Latitude;Longitude;Demand
cust_1;80,0;386,0;1
cust_2;521,0;652,0;1
cust_3;597,0;936,0;1
cust_4;836,0;69,0;1
cust_5;503,0;987,0;1
cust_6;618,0;169,0;1
cust_7;115,0;662,0;1
cust_8;312,0;175,0;1
cust_9;78,0;83,0;1
cust_10;364,0;317,0;1
cust_11;12,0;454,0;1
cust_12;980,0;537,0;1
cust_13;403,0;383,0;1
cust_14;144,0;443,0;1
cust_15;739,0;464,0;1
cust_16;886,0;511,0;1
cust_17;904,0;106,0;1
cust_18;794,0;539,0;1
cust_19;821,0;608,0;1
cust_20;781,0;347,0;1
cust_21;336,0;490,0;1
cust_22;101,0;736,0;1
cust_23;365,0;68,0;1
cust_24;618,0;684,0;1
cust_25;282,0;286,0;1
cust_26;311,0;806,0;1
cust_27;557,0;793,0;1
cust_28;54,0;50,0;1
cust_29;651,0;264,0;1
cust_30;619,0;661,0;1
cust_31;156,0;994,0;1
cust_32;950,0;369,0;1
cust_33;183,0;707,0;1
cust_34;673,0;856,0;1
cust_35;5,0;651,0;1
cust_36;867,0;449,0;1
cust_37;946,0;914,0;1
cust_38;75,0;82,0;1
cust_39;522,0;8,0;1
cust_40;573,0;493,0;1
cust_41;833,0;699,0;1
cust_42;881,0;677,0;1
cust_43;201,0;77,0;1
cust_44;536,0;593,0;1
cust_45;67,0;895,0;1
cust_46;99,0;113,0;1
cust_47;120,0;133,0;1
cust_48;428,0;231,0;1
cust_49;701,0;845,0;1
cust_50;190,0;508,0;1
cust_51;431,0;218,0;1
cust_52;626,0;782,0;1
cust_53;113,0;914,0;1
cust_54;569,0;117,0;1
cust_55;865,0;639,0;1
cust_56;708,0;9,0;1
cust_57;511,0;977,0;1
cust_58;104,0;838,0;1
cust_59;229,0;467,0;1
cust_60;956,0;568,0;1
cust_61;431,0;929,0;1
cust_62;615,0;707,0;1
cust_63;913,0;42,0;1
cust_64;854,0;504,0;1
cust_65;236,0;176,0;1
cust_66;377,0;404,0;1
cust_67;380,0;468,0;1
cust_68;590,0;752,0;1
cust_69;620,0;146,0;1
cust_70;616,0;746,0;1
cust_71;675,0;114,0;1
cust_72;556,0;640,0;1
cust_73;99,0;777,0;1
cust_74;12,0;194,0;1
cust_75;920,0;116,0;1
cust_76;846,0;384,0;1
cust_77;525,0;23,0;1
cust_78;199,0;348,0;1
cust_79;813,0;875,0;1
cust_80;757,0;593,0;1
cust_81;573,0;358,0;1
cust_82;264,0;448,0;1
cust_83;132,0;556,0;1
cust_84;289,0;765,0;1
cust_85;246,0;267,0;1
cust_86;245,0;876,0;1
cust_87;235,0;592,0;1
cust_88;648,0;790,0;1
cust_89;378,0;754,0;1
cust_90;636,0;653,0;1
cust_91;555,0;181,0;1
cust_92;738,0;446,0;1
cust_93;130,0;836,0;1
cust_94;882,0;942,0;1
cust_95;102,0;787,0;1
cust_96;669,0;905,0;1
cust_97;490,0;45,0;1
cust_98;883,0;547,0;1
cust_99;971,0;638,0;1
cust_100;256,0;227,0;1
cust_101;775,0;935,0;1
cust_102;489,0;411,0;1
cust_103;826,0;228,0;1
cust_104;514,0;866,0;1
cust_105;129,0;566,0;1
cust_106;7,0;118,0;1
cust_107;415,0;820,0;1
cust_108;161,0;160,0;1
cust_109;27,0;21,0;1
cust_110;695,0;395,0;1
cust_111;64,0;937,0;1
cust_112;121,0;847,0;1
cust_113;770,0;896,0;1
cust_114;264,0;607,0;1
cust_115;174,0;871,0;1
cust_116;20,0;546,0;1
cust_117;986,0;803,0;1
cust_118;379,0;259,0;1
cust_119;728,0;180,0;1
cust_120;686,0;273,0;1
cust_121;133,0;869,0;1
cust_122;157,0;499,0;1
cust_123;784,0;186,0;1
cust_124;649,0;934,0;1
cust_125;999,0;236,0;1
cust_126;670,0;615,0;1
cust_127;978,0;479,0;1
cust_128;646,0;823,0;1
cust_129;193,0;565,0;1
cust_130;440,0;534,0;1
cust_131;26,0;411,0;1
cust_132;114,0;126,0;1
cust_133;661,0;528,0;1
cust_134;946,0;326,0;1
cust_135;223,0;602,0;1
cust_136;695,0;420,0;1
cust_137;172,0;317,0;1
cust_138;116,0;701,0;1
cust_139;940,0;438,0;1
cust_140;732,0;172,0;1
cust_141;824,0;136,0;1
cust_142;837,0;507,0;1
cust_143;125,0;570,0;1
cust_144;773,0;241,0;1
cust_145;542,0;708,0;1
cust_146;441,0;235,0;1
cust_147;808,0;413,0;1
cust_148;68,0;374,0;1
cust_149;582,0;768,0;1
cust_150;220,0;519,0;1
cust_151;593,0;651,0;1
cust_152;71,0;712,0;1
cust_153;26,0;569,0;1
cust_154;918,0;629,0;1
cust_155;165,0;731,0;1
cust_156;941,0;282,0;1
cust_157;285,0;379,0;1
cust_158;227,0;977,0;1
cust_159;788,0;366,0;1
cust_160;33,0;507,0;1
cust_161;597,0;983,0;1
cust_162;299,0;617,0;1
cust_163;799,0;35,0;1
cust_164;414,0;697,0;1
cust_165;529,0;178,0;1
cust_166;235,0;743,0;1
cust_167;118,0;484,0;1
cust_168;349,0;554,0;1
cust_169;477,0;280,0;1
cust_170;591,0;189,0;1
cust_171;743,0;221,0;1
cust_172;807,0;670,0;1
cust_173;163,0;621,0;1
cust_174;874,0;932,0;1
cust_175;245,0;24,0;1
cust_176;960,0;27,0;1
cust_177;139,0;44,0;1
cust_178;45,0;584,0;1
cust_179;281,0;434,0;1
cust_180;684,0;501,0;1
cust_181;284,0;414,0;1
cust_182;20,0;905,0;1
cust_183;80,0;256,0;1
cust_184;57,0;354,0;1
cust_185;306,0;107,0;1
cust_186;167,0;289,0;1
cust_187;952,0;66,0;1
cust_188;862,0;741,0;1
cust_189;240,0;516,0;1
cust_190;806,0;277,0;1
cust_191;782,0;700,0;1
cust_192;82,0;208,0;1
cust_193;951,0;550,0;1
cust_194;710,0;44,0;1
cust_195;537,0;764,0;1
cust_196;407,0;191,0;1
cust_197;629,0;133,0;1
cust_198;608,0;911,0;1
cust_199;760,0;125,0;1
cust_200;727,0;517,0;1
cust_201;295,0;706,0;1
cust_202;679,0;836,0;1
cust_203;73,0;420,0;1
cust_204;637,0;903,0;1
cust_205;297,0;723,0;1
cust_206;55,0;920,0;1
cust_207;676,0;550,0;1
cust_208;933,0;456,0;1
cust_209;812,0;155,0;1
cust_210;326,0;903,0;1
cust_211;846,0;181,0;1
cust_212;116,0;175,0;1
cust_213;344,0;992,0;1
cust_214;28,0;667,0;1
cust_215;439,0;245,0;1
cust_216;891,0;450,0;1
cust_217;224,0;732,0;1
cust_218;156,0;734,0;1
cust_219;390,0;441,0;1
cust_220;663,0;560,0;1
cust_221;115,0;896,0;1
cust_222;655,0;766,0;1
cust_223;210,0;731,0;1
cust_224;42,0;176,0;1
cust_225;505,0;517,0;1
cust_226;923,0;66,0;1
cust_227;490,0;844,0;1
cust_228;342,0;859,0;1
cust_229;210,0;644,0;1
cust_230;313,0;79,0;1
cust_231;399,0;775,0;1
cust_232;79,0;559,0;1
cust_233;876,0;843,0;1
cust_234;631,0;889,0;1
cust_235;182,0;284,0;1
cust_236;471,0;120,0;1
