Name;Latitude;Longitude;Demand
cust_1;25,0;22,0;1,0
cust_2;-48,0;50,0;2,0
cust_3;29,0;33,0;1,0
cust_4;-42,0;-51,0;1,0
cust_5;52,0;19,0;2,0
cust_6;-41,0;-2,0;1,0
cust_7;11,0;-63,0;2,0
cust_8;-13,0;49,0;1,0
cust_9;-30,0;-18,0;2,0
cust_10;36,0;-15,0;1,0
cust_11;26,0;-14,0;4,0
cust_12;-36,0;46,0;4,0
cust_13;72,0;17,0;2,0
cust_14;-49,0;-53,0;4,0
cust_15;44,0;-21,0;3,0
cust_16;-60,0;-34,0;2,0
cust_17;-34,0;-57,0;5,0
cust_18;-26,0;-49,0;1,0
cust_19;-29,0;20,0;2,0
cust_20;11,0;51,0;1,0
cust_21;-15,0;-36,0;2,0
cust_22;36,0;8,0;1,0
cust_23;-31,0;-26,0;3,0
cust_24;15,0;47,0;2,0
cust_25;-23,0;62,0;2,0
cust_26;-52,0;15,0;1,0
cust_27;-45,0;45,0;4,0
cust_28;-38,0;8,0;5,0
cust_29;-7,0;-60,0;1,0
cust_30;43,0;-57,0;4,0
cust_31;59,0;-33,0;4,0
cust_32;-6,0;50,0;3,0
cust_33;57,0;8,0;1,0
cust_34;-39,0;62,0;2,0
cust_35;-53,0;19,0;5,0
cust_36;-18,0;-47,0;3,0
cust_37;-46,0;-50,0;1,0
cust_38;-7,0;67,0;4,0
cust_39;-54,0;-17,0;1,0
cust_40;-8,0;31,0;1,0
cust_41;-9,0;50,0;1,0
cust_42;28,0;30,0;2,0
cust_43;-22,0;42,0;1,0
cust_44;35,0;-55,0;1,0
cust_45;49,0;-14,0;2,0
cust_46;22,0;23,0;1,0
cust_47;10,0;-42,0;1,0
cust_48;39,0;-14,0;3,0
cust_49;20,0;-68,0;1,0
cust_50;-31,0;-31,0;4,0
cust_51;47,0;29,0;1,0
cust_52;-47,0;-33,0;5,0
cust_53;37,0;0,0;1,0
cust_54;-41,0;-17,0;3,0
cust_55;-25,0;-69,0;1,0
cust_56;-8,0;67,0;1,0
cust_57;-61,0;24,0;1,0
cust_58;60,0;-10,0;2,0
cust_59;-1,0;-59,0;2,0
cust_60;10,0;-52,0;2,0
