Name;Latitude;Longitude;Demand
cust_1;3,0;67,0;2,0
cust_2;35,0;53,0;1,0
cust_3;-44,0;32,0;1,0
cust_4;36,0;-16,0;1,0
cust_5;1,0;58,0;1,0
cust_6;-70,0;13,0;1,0
cust_7;0,0;-29,0;3,0
cust_8;43,0;37,0;1,0
cust_9;57,0;12,0;4,0
cust_10;-43,0;8,0;3,0
cust_11;-44,0;18,0;1,0
cust_12;44,0;8,0;1,0
cust_13;49,0;-53,0;3,0
cust_14;10,0;-29,0;1,0
cust_15;52,0;-37,0;1,0
cust_16;-17,0;-42,0;1,0
cust_17;37,0;24,0;1,0
cust_18;-48,0;-43,0;2,0
cust_19;-45,0;-23,0;1,0
cust_20;-45,0;-7,0;2,0
cust_21;28,0;45,0;2,0
cust_22;-57,0;48,0;1,0
cust_23;25,0;-19,0;1,0
cust_24;21,0;68,0;4,0
cust_25;40,0;55,0;3,0
cust_26;42,0;19,0;2,0
cust_27;-68,0;2,0;1,0
cust_28;-47,0;-8,0;2,0
cust_29;-17,0;30,0;2,0
cust_30;29,0;-32,0;2,0
cust_31;49,0;-3,0;1,0
cust_32;-58,0;-25,0;1,0
cust_33;19,0;30,0;3,0
cust_34;43,0;29,0;2,0
cust_35;33,0;-6,0;1,0
cust_36;29,0;-61,0;2,0
cust_37;-7,0;-70,0;1,0
cust_38;71,0;13,0;2,0
cust_39;-40,0;-6,0;1,0
cust_40;34,0;60,0;3,0
