Name;Latitude;Longitude;Capacity
facil_1;5,0;730,0;2
facil_2;769,0;200,0;2
facil_3;698,0;515,0;2
facil_4;72,0;561,0;2
facil_5;52,0;397,0;2
facil_6;771,0;177,0;2
facil_7;81,0;537,0;2
facil_8;43,0;371,0;2
facil_9;716,0;202,0;2
facil_10;106,0;406,0;2
facil_11;627,0;172,0;2
facil_12;10,0;338,0;2
facil_13;776,0;432,0;2
facil_14;761,0;469,0;2
facil_15;759,0;287,0;2
facil_16;593,0;363,0;2
facil_17;773,0;290,0;2
facil_18;129,0;398,0;2
facil_19;709,0;193,0;2
facil_20;99,0;564,0;2
facil_21;163,0;418,0;2
facil_22;48,0;619,0;2
facil_23;907,0;406,0;2
facil_24;929,0;527,0;2
facil_25;69,0;672,0;13
facil_26;675,0;960,0;2
facil_27;50,0;763,0;9
facil_28;736,0;240,0;9
facil_29;46,0;518,0;19
facil_30;128,0;793,0;7
facil_31;699,0;581,0;7
facil_32;58,0;398,0;16
facil_33;43,0;393,0;16
facil_34;783,0;186,0;9
facil_35;58,0;360,0;15
facil_36;45,0;712,0;11
facil_37;38,0;393,0;15
facil_38;652,0;524,0;9
facil_39;37,0;364,0;15
facil_40;37,0;617,0;14
facil_41;61,0;534,0;20
facil_42;664,0;358,0;4
facil_43;555,0;445,0;2
facil_44;712,0;465,0;9
facil_45;38,0;469,0;18
facil_46;2,0;729,0;10
facil_47;65,0;620,0;16
facil_48;156,0;497,0;9
facil_49;857,0;475,0;3
facil_50;773,0;234,0;10
facil_51;879,0;98,0;4
facil_52;685,0;466,0;10
facil_53;21,0;421,0;17
facil_54;109,0;536,0;15
facil_55;60,0;738,0;11
facil_56;897,0;564,0;3
facil_57;96,0;383,0;16
facil_58;76,0;582,0;20
facil_59;739,0;193,0;8
facil_60;669,0;548,0;9
facil_61;284,0;462,0;3
facil_62;193,0;813,0;5
facil_63;15,0;696,0;12
facil_64;102,0;541,0;19
facil_65;28,0;578,0;18
facil_66;828,0;292,0;4
facil_67;73,0;519,0;19
facil_68;70,0;645,0;14
facil_69;40,0;433,0;20
facil_70;745,0;159,0;9
facil_71;0,0;486,0;13
facil_72;75,0;511,0;21
facil_73;228,0;312,0;4
facil_74;732,0;427,0;6
facil_75;61,0;407,0;18
facil_76;495,0;621,0;2
facil_77;84,0;538,0;20
facil_78;751,0;246,0;9
facil_79;22,0;714,0;11
facil_80;63,0;571,0;21
facil_81;641,0;350,0;4
facil_82;873,0;540,0;4
facil_83;211,0;418,0;5
facil_84;287,0;618,0;2
facil_85;155,0;796,0;5
facil_86;627,0;595,0;6
facil_87;546,0;199,0;3
facil_88;795,0;58,0;4
facil_89;805,0;15,0;4
facil_90;649,0;486,0;8
facil_91;145,0;377,0;11
facil_92;673,0;319,0;4
facil_93;700,0;678,0;3
facil_94;86,0;623,0;16
facil_95;158,0;613,0;6
facil_96;673,0;619,0;6
facil_97;738,0;444,0;7
facil_98;17,0;449,0;17
facil_99;122,0;182,0;2
facil_100;108,0;334,0;12
facil_101;100,0;550,0;20
facil_102;677,0;505,0;10
facil_103;23,0;365,0;14
facil_104;20,0;512,0;17
facil_105;892,0;41,0;3
facil_106;452,0;457,0;2
facil_107;70,0;541,0;21
facil_108;224,0;931,0;2
facil_109;67,0;692,0;14
facil_110;198,0;317,0;6
facil_111;513,0;731,0;2
facil_112;159,0;369,0;9
facil_113;51,0;378,0;15
facil_114;556,0;137,0;3
facil_115;800,0;100,0;7
facil_116;795,0;278,0;7
facil_117;158,0;773,0;5
facil_118;43,0;656,0;16
facil_119;41,0;488,0;19
facil_120;70,0;375,0;16
facil_121;132,0;545,0;14
facil_122;203,0;328,0;6
facil_123;728,0;467,0;8
facil_124;759,0;208,0;9
