Name;Latitude;Longitude;Demand;No. of modeled individuals;Cell ID;Province;District
cust_1;35,95416685885;68,70416567185003;1,864;8;23_31;Baghlan;Puli Khumri
cust_2;35,95416685885;68,71249900515004;2,7960000000000003;12;23_32;Baghlan;Puli Khumri
cust_3;36,062500191750004;68,59583233895003;1,165;5;10_18;Baghlan;Puli Khumri
cust_4;35,979166858750006;68,69583233855003;1,3980000000000001;6;20_30;Baghlan;Puli Khumri
cust_5;35,970833525450004;68,61249900555003;0,466;2;21_20;Baghlan;Puli Khumri
cust_6;35,929166858950005;68,72083233845002;2,7960000000000003;12;26_33;Baghlan;Puli Khumri
cust_7;35,929166858950005;68,72916567175002;1,864;8;26_34;Baghlan;Puli Khumri
cust_8;35,95416685885;68,63749900545002;0,6990000000000001;3;23_23;Baghlan;Puli Khumri
cust_9;36,00416685865;68,62083233885004;0,6990000000000001;3;17_21;Baghlan;Puli Khumri
cust_10;36,09583352495;68,63749900545002;0,233;1;6_23;Baghlan;Puli Khumri
cust_11;36,012500191950004;68,59583233895003;0,233;1;16_18;Baghlan;Puli Khumri
cust_12;36,029166858550006;68,59583233895003;1,3980000000000001;6;14_18;Baghlan;Puli Khumri
cust_13;35,99583352535;68,64583233875003;0,6990000000000001;3;18_24;Baghlan;Puli Khumri
cust_14;35,970833525450004;68,69583233855003;2,7960000000000003;12;21_30;Baghlan;Puli Khumri
cust_15;36,020833525250005;68,67083233865003;2,097;9;15_27;Baghlan;Puli Khumri
cust_16;35,937500192250006;68,71249900515004;2,33;10;25_32;Baghlan;Puli Khumri
cust_17;35,94583352555;68,70416567185003;4,4270000000000005;19;24_31;Baghlan;Puli Khumri
cust_18;35,92083352565;68,73749900505003;2,33;10;27_35;Baghlan;Puli Khumri
cust_19;35,99583352535;68,66249900535003;1,165;5;18_26;Baghlan;Puli Khumri
cust_20;35,98750019205001;68,68749900525003;3,728;16;19_29;Baghlan;Puli Khumri
cust_21;35,929166858950005;68,70416567185003;0,466;2;26_31;Baghlan;Puli Khumri
cust_22;35,94583352555;68,71249900515004;3,0290000000000004;13;24_32;Baghlan;Puli Khumri
cust_23;35,98750019205001;68,62916567215002;0,466;2;19_22;Baghlan;Puli Khumri
cust_24;35,92083352565;68,72083233845002;0,466;2;27_33;Baghlan;Puli Khumri
cust_25;35,970833525450004;68,64583233875003;0,6990000000000001;3;21_24;Baghlan;Puli Khumri
cust_26;36,029166858550006;68,67916567195003;1,3980000000000001;6;14_28;Baghlan;Puli Khumri
cust_27;35,979166858750006;68,67916567195003;2,097;9;20_28;Baghlan;Puli Khumri
cust_28;35,94583352555;68,64583233875003;0,233;1;24_24;Baghlan;Puli Khumri
cust_29;35,99583352535;68,61249900555003;0,6990000000000001;3;18_20;Baghlan;Puli Khumri
cust_30;35,979166858750006;68,62916567215002;0,932;4;20_22;Baghlan;Puli Khumri
cust_31;36,070833525050006;68,62083233885004;0,6990000000000001;3;9_21;Baghlan;Puli Khumri
cust_32;35,89583352575001;68,74583233835003;0,932;4;30_36;Baghlan;Puli Khumri
cust_33;35,937500192250006;68,72916567175002;0,932;4;25_34;Baghlan;Puli Khumri
cust_34;35,970833525450004;68,72083233845002;0,233;1;21_33;Baghlan;Puli Khumri
cust_35;36,04583352515;68,67083233865003;1,165;5;12_27;Baghlan;Puli Khumri
cust_36;36,020833525250005;68,59583233895003;0,6990000000000001;3;15_18;Baghlan;Puli Khumri
cust_37;35,96250019215;68,69583233855003;2,33;10;22_30;Baghlan;Puli Khumri
cust_38;35,94583352555;68,62916567215002;0,932;4;24_22;Baghlan;Puli Khumri
cust_39;35,970833525450004;68,62083233885004;0,233;1;21_21;Baghlan;Puli Khumri
cust_40;35,98750019205001;68,66249900535003;0,466;2;19_26;Baghlan;Puli Khumri
cust_41;35,98750019205001;68,64583233875003;0,6990000000000001;3;19_24;Baghlan;Puli Khumri
cust_42;35,96250019215;68,72083233845002;1,165;5;22_33;Baghlan;Puli Khumri
cust_43;35,970833525450004;68,68749900525003;2,563;11;21_29;Baghlan;Puli Khumri
cust_44;36,020833525250005;68,60416567225003;0,6990000000000001;3;15_19;Baghlan;Puli Khumri
cust_45;35,970833525450004;68,67916567195003;0,932;4;21_28;Baghlan;Puli Khumri
cust_46;35,94583352555;68,72083233845002;2,097;9;24_33;Baghlan;Puli Khumri
cust_47;35,979166858750006;68,63749900545002;0,466;2;20_23;Baghlan;Puli Khumri
cust_48;35,96250019215;68,62916567215002;0,932;4;22_22;Baghlan;Puli Khumri
cust_49;35,937500192250006;68,72083233845002;4,194;18;25_33;Baghlan;Puli Khumri
cust_50;35,887500192450005;68,75416567165003;0,6990000000000001;3;31_37;Baghlan;Puli Khumri
cust_51;35,96250019215;68,70416567185003;4,194;18;22_31;Baghlan;Puli Khumri
cust_52;35,979166858750006;68,67083233865003;0,932;4;20_27;Baghlan;Puli Khumri
cust_53;35,98750019205001;68,67083233865003;1,165;5;19_27;Baghlan;Puli Khumri
cust_54;36,05416685845;68,60416567225003;0,6990000000000001;3;11_19;Baghlan;Puli Khumri
cust_55;36,020833525250005;68,61249900555003;0,466;2;15_20;Baghlan;Puli Khumri
cust_56;35,99583352535;68,67083233865003;1,864;8;18_27;Baghlan;Puli Khumri
cust_57;35,98750019205001;68,60416567225003;0,6990000000000001;3;19_19;Baghlan;Puli Khumri
cust_58;36,00416685865;68,67083233865003;1,864;8;17_27;Baghlan;Puli Khumri
cust_59;35,98750019205001;68,67916567195003;0,466;2;19_28;Baghlan;Puli Khumri
cust_60;35,937500192250006;68,70416567185003;1,3980000000000001;6;25_31;Baghlan;Puli Khumri
cust_61;35,92083352565;68,72916567175002;3,262;14;27_34;Baghlan;Puli Khumri
cust_62;35,99583352535;68,59583233895003;1,3980000000000001;6;18_18;Baghlan;Puli Khumri
cust_63;35,979166858750006;68,66249900535003;1,165;5;20_26;Baghlan;Puli Khumri
cust_64;35,929166858950005;68,73749900505003;0,233;1;26_35;Baghlan;Puli Khumri
cust_65;35,99583352535;68,62916567215002;0,6990000000000001;3;18_22;Baghlan;Puli Khumri
cust_66;35,95416685885;68,72083233845002;0,6990000000000001;3;23_33;Baghlan;Puli Khumri
cust_67;35,99583352535;68,62083233885004;0,233;1;18_21;Baghlan;Puli Khumri
cust_68;36,03750019185;68,64583233875003;0,233;1;13_24;Baghlan;Puli Khumri
cust_69;35,99583352535;68,63749900545002;0,932;4;18_23;Baghlan;Puli Khumri
cust_70;36,08750019165;68,63749900545002;0,932;4;7_23;Baghlan;Puli Khumri
cust_71;36,05416685845;68,58749900565003;0,233;1;11_17;Baghlan;Puli Khumri
cust_72;36,07916685835001;68,63749900545002;0,466;2;8_23;Baghlan;Puli Khumri
cust_73;36,070833525050006;68,60416567225003;0,932;4;9_19;Baghlan;Puli Khumri
cust_74;35,96250019215;68,71249900515004;0,6990000000000001;3;22_32;Baghlan;Puli Khumri
cust_75;36,03750019185;68,65416567205003;0,233;1;13_25;Baghlan;Puli Khumri
cust_76;36,062500191750004;68,45416567285002;0,233;1;10_1;Baghlan;Puli Khumri
cust_77;36,04583352515;68,66249900535003;2,097;9;12_26;Baghlan;Puli Khumri
cust_78;35,96250019215;68,66249900535003;0,233;1;22_26;Baghlan;Puli Khumri
cust_79;35,970833525450004;68,71249900515004;0,6990000000000001;3;21_32;Baghlan;Puli Khumri
cust_80;36,020833525250005;68,64583233875003;0,6990000000000001;3;15_24;Baghlan;Puli Khumri
cust_81;36,012500191950004;68,67916567195003;0,6990000000000001;3;16_28;Baghlan;Puli Khumri
cust_82;36,03750019185;68,60416567225003;0,466;2;13_19;Baghlan;Puli Khumri
cust_83;36,03750019185;68,63749900545002;0,466;2;13_23;Baghlan;Puli Khumri
cust_84;36,08750019165;68,57916567235003;0,466;2;7_16;Baghlan;Puli Khumri
cust_85;35,96250019215;68,67083233865003;1,631;7;22_27;Baghlan;Puli Khumri
cust_86;35,95416685885;68,62916567215002;0,466;2;23_22;Baghlan;Puli Khumri
cust_87;36,070833525050006;68,66249900535003;0,466;2;9_26;Baghlan;Puli Khumri
cust_88;35,94583352555;68,67083233865003;0,6990000000000001;3;24_27;Baghlan;Puli Khumri
cust_89;35,95416685885;68,69583233855003;0,932;4;23_30;Baghlan;Puli Khumri
cust_90;35,90416685905;68,75416567165003;1,165;5;29_37;Baghlan;Puli Khumri
cust_91;36,05416685845;68,66249900535003;0,6990000000000001;3;11_26;Baghlan;Puli Khumri
cust_92;35,95416685885;68,64583233875003;0,466;2;23_24;Baghlan;Puli Khumri
cust_93;36,04583352515;68,62083233885004;0,6990000000000001;3;12_21;Baghlan;Puli Khumri
cust_94;36,070833525050006;68,61249900555003;0,233;1;9_20;Baghlan;Puli Khumri
cust_95;35,98750019205001;68,62083233885004;0,466;2;19_21;Baghlan;Puli Khumri
cust_96;35,94583352555;68,69583233855003;0,466;2;24_30;Baghlan;Puli Khumri
cust_97;36,03750019185;68,67916567195003;0,466;2;13_28;Baghlan;Puli Khumri
cust_98;35,92083352565;68,74583233835003;0,233;1;27_36;Baghlan;Puli Khumri
cust_99;36,020833525250005;68,65416567205003;0,6990000000000001;3;15_25;Baghlan;Puli Khumri
cust_100;36,029166858550006;68,62083233885004;0,466;2;14_21;Baghlan;Puli Khumri
cust_101;35,89583352575001;68,75416567165003;1,165;5;30_37;Baghlan;Puli Khumri
cust_102;36,08750019165;68,58749900565003;0,233;1;7_17;Baghlan;Puli Khumri
