Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,30763907965834;69,12763789237837;80000;0;facil_1;greenfield;False;False
facil_2;36,26347241316834;68,78847122706837;80000;0;facil_2;greenfield;False;False
facil_3;35,95847241438834;68,58680456120837;80000;0;facil_3;greenfield;False;False
facil_4;36,19013908012834;69,13680455900837;80000;0;facil_4;greenfield;False;False
facil_5;35,81763908161834;68,82847122690836;80000;0;facil_5;greenfield;False;False
facil_6;36,07263908059834;68,60763789445836;80000;0;facil_6;greenfield;False;False
facil_7;35,67263908219834;69,34930455815837;80000;0;facil_7;greenfield;False;False
facil_8;36,09013908052834;69,03847122606837;80000;0;facil_8;greenfield;False;False
facil_9;36,31680574628834;68,85013789348837;80000;0;facil_9;greenfield;False;False
facil_10;36,29930574635834;69,23763789193836;80000;0;facil_10;greenfield;False;False
facil_11;36,20097241341834;68,74930456055837;80000;0;facil_11;greenfield;False;False
facil_12;36,27930574643834;68,70763789405837;80000;0;facil_12;greenfield;False;False
facil_13;36,12430574705834;69,53180455742836;80000;0;facil_13;greenfield;False;False
facil_14;35,48430574961834;68,17680456284836;80000;0;facil_14;greenfield;False;False
facil_15;35,59930574915834;68,67263789419837;80000;0;facil_15;greenfield;False;False
facil_16;36,50347241220834;68,39930456195836;80000;0;facil_16;greenfield;False;False
facil_17;36,02680574744834;68,59263789451836;80000;0;facil_17;greenfield;False;False
facil_18;36,36347241276834;68,82597122691837;80000;0;facil_18;greenfield;False;False
facil_19;36,20763908005834;68,58680456120837;80000;0;facil_19;greenfield;False;False
facil_20;36,41597241255834;68,51013789484837;80000;0;facil_20;greenfield;False;False
facil_21;36,24347241324834;68,79430456037836;80000;0;facil_21;greenfield;False;False
facil_22;35,93513908114834;68,47347122832836;80000;0;facil_22;greenfield;False;False
facil_23;36,06097241397834;68,96180455970837;80000;0;facil_23;greenfield;False;False
facil_24;35,99013908092834;68,62763789437837;80000;0;facil_24;greenfield;False;False
facil_25;36,16347241356834;68,68930456079836;80000;0;facil_25;greenfield;False;False
facil_26;36,32597241291834;68,28430456241837;80000;0;facil_26;greenfield;False;False
facil_27;36,11847241374834;68,70513789406837;80000;0;facil_27;greenfield;False;False
facil_28;36,257639079858336;68,83597122687837;80000;0;facil_28;greenfield;False;False
facil_29;35,95347241440834;68,71097122737837;80000;0;facil_29;greenfield;False;False
facil_30;35,87263908139834;68,78597122707836;80000;0;facil_30;greenfield;False;False
facil_31;35,71763908201834;68,54347122804836;80000;0;facil_31;greenfield;False;False
facil_32;36,50513907886834;68,64680456096836;80000;0;facil_32;greenfield;False;False
facil_33;36,15680574692834;68,72347122732836;80000;0;facil_33;greenfield;False;False
facil_34;36,31680574628834;68,72513789398836;80000;0;facil_34;greenfield;False;False
facil_35;36,28597241307834;69,02513789278836;80000;0;facil_35;greenfield;False;False
facil_36;36,49847241222834;68,86680456008837;80000;0;facil_36;greenfield;False;False
facil_37;36,35763907945834;68,75763789385837;80000;0;facil_37;greenfield;False;False
facil_38;36,23930574659834;68,55847122798836;80000;0;facil_38;greenfield;False;False
facil_39;36,13263908035834;69,17013789220837;80000;0;facil_39;greenfield;False;False
facil_40;36,18263908015834;68,70180456074837;80000;0;facil_40;greenfield;False;False
facil_41;36,35763907945834;68,56763789461837;80000;0;facil_41;greenfield;False;False
facil_42;36,10097241381834;68,62763789437837;80000;0;facil_42;greenfield;False;False
