Name;Latitude;Longitude;Demand
cust_1;3,0;1817,0;1
cust_2;1782,0;995,0;1
cust_3;3896,0;742,0;1
cust_4;1829,0;812,0;1
cust_5;1286,0;550,0;1
cust_6;3017,0;108,0;1
cust_7;2132,0;1432,0;1
cust_8;2000,0;1110,0;1
cust_9;3317,0;1966,0;1
cust_10;1729,0;1498,0;1
cust_11;2408,0;1747,0;1
cust_12;3292,0;152,0;1
cust_13;193,0;1210,0;1
cust_14;782,0;1462,0;1
cust_15;2503,0;352,0;1
cust_16;1697,0;1924,0;1
cust_17;3821,0;147,0;1
cust_18;3370,0;791,0;1
cust_19;3162,0;367,0;1
cust_20;3938,0;516,0;1
cust_21;2741,0;1583,0;1
cust_22;2330,0;741,0;1
cust_23;3918,0;1088,0;1
cust_24;1794,0;1589,0;1
cust_25;2929,0;485,0;1
cust_26;3453,0;1998,0;1
cust_27;896,0;705,0;1
cust_28;399,0;850,0;1
cust_29;2614,0;195,0;1
cust_30;2800,0;653,0;1
cust_31;2630,0;20,0;1
cust_32;563,0;1513,0;1
cust_33;1090,0;1652,0;1
cust_34;2009,0;1163,0;1
cust_35;3876,0;1165,0;1
cust_36;3084,0;774,0;1
cust_37;1526,0;1612,0;1
cust_38;1612,0;328,0;1
cust_39;1423,0;1322,0;1
cust_40;3058,0;1276,0;1
cust_41;3782,0;1865,0;1
cust_42;347,0;252,0;1
cust_43;3904,0;1444,0;1
cust_44;2191,0;1579,0;1
cust_45;3220,0;1454,0;1
cust_46;468,0;319,0;1
cust_47;3611,0;1968,0;1
cust_48;3114,0;1629,0;1
cust_49;3515,0;1892,0;1
cust_50;3060,0;155,0;1
cust_51;2995,0;264,0;1
cust_52;202,0;233,0;1
cust_53;981,0;848,0;1
cust_54;1346,0;408,0;1
cust_55;781,0;670,0;1
cust_56;1009,0;1001,0;1
cust_57;2927,0;1777,0;1
cust_58;2982,0;949,0;1
cust_59;555,0;1121,0;1
cust_60;464,0;1302,0;1
cust_61;3452,0;637,0;1
cust_62;571,0;1982,0;1
cust_63;2656,0;128,0;1
cust_64;1623,0;1723,0;1
cust_65;2067,0;694,0;1
cust_66;1725,0;927,0;1
cust_67;3600,0;459,0;1
cust_68;1109,0;1196,0;1
cust_69;366,0;339,0;1
cust_70;778,0;1282,0;1
cust_71;386,0;1616,0;1
cust_72;3918,0;1217,0;1
cust_73;3332,0;1049,0;1
cust_74;2597,0;349,0;1
cust_75;811,0;1295,0;1
cust_76;241,0;1069,0;1
cust_77;2658,0;360,0;1
cust_78;394,0;1944,0;1
cust_79;3786,0;1862,0;1
cust_80;264,0;36,0;1
cust_81;2050,0;1833,0;1
cust_82;3538,0;125,0;1
cust_83;1646,0;1817,0;1
cust_84;2993,0;624,0;1
cust_85;547,0;25,0;1
cust_86;3373,0;1902,0;1
cust_87;460,0;267,0;1
cust_88;3060,0;781,0;1
cust_89;1828,0;456,0;1
cust_90;1021,0;962,0;1
cust_91;2347,0;388,0;1
cust_92;3535,0;1112,0;1
cust_93;1529,0;581,0;1
cust_94;1203,0;385,0;1
cust_95;1787,0;1902,0;1
cust_96;2740,0;1101,0;1
cust_97;555,0;1753,0;1
cust_98;47,0;363,0;1
cust_99;3935,0;540,0;1
cust_100;3062,0;329,0;1
cust_101;387,0;199,0;1
cust_102;2901,0;920,0;1
cust_103;931,0;512,0;1
cust_104;1766,0;692,0;1
cust_105;401,0;980,0;1
cust_106;149,0;1629,0;1
cust_107;2214,0;1977,0;1
cust_108;3805,0;1619,0;1
cust_109;1179,0;969,0;1
cust_110;1017,0;333,0;1
cust_111;2834,0;1512,0;1
cust_112;634,0;294,0;1
cust_113;1819,0;814,0;1
cust_114;1393,0;859,0;1
cust_115;1768,0;1578,0;1
cust_116;3023,0;871,0;1
cust_117;3248,0;1906,0;1
cust_118;1632,0;1742,0;1
cust_119;2223,0;990,0;1
cust_120;3868,0;697,0;1
cust_121;1541,0;354,0;1
cust_122;2374,0;1944,0;1
cust_123;1962,0;389,0;1
cust_124;3007,0;1524,0;1
cust_125;3220,0;1945,0;1
cust_126;2356,0;1568,0;1
cust_127;1604,0;706,0;1
cust_128;2028,0;1736,0;1
cust_129;2581,0;121,0;1
cust_130;2221,0;1578,0;1
cust_131;2944,0;632,0;1
cust_132;1082,0;1561,0;1
cust_133;997,0;942,0;1
cust_134;2334,0;523,0;1
cust_135;1264,0;1090,0;1
cust_136;1699,0;1294,0;1
cust_137;235,0;1059,0;1
cust_138;2592,0;248,0;1
cust_139;3642,0;699,0;1
cust_140;3599,0;514,0;1
cust_141;1766,0;678,0;1
cust_142;240,0;619,0;1
cust_143;1272,0;246,0;1
cust_144;3503,0;301,0;1
cust_145;80,0;1533,0;1
cust_146;1677,0;1238,0;1
cust_147;3766,0;154,0;1
cust_148;3946,0;459,0;1
cust_149;1994,0;1852,0;1
cust_150;278,0;165,0;1
