Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage;is_critical
facil_1;35,88680574800834;69,24513789190837;24,851000000000003;0;facil_1;greenfield;False;False;False
facil_2;36,10180574714834;69,16680455888837;15,978;0;facil_2;greenfield;False;False;False
facil_3;36,20930574671834;69,25347122520837;147,20499999999998;0;facil_3;greenfield;False;False;False
facil_4;36,09847241382834;69,12763789237837;53,338;0;facil_4;greenfield;False;False;False
facil_5;36,17097241353834;69,02513789278836;1,9680000000000002;0;facil_5;greenfield;False;False;False
facil_6;35,96513908102834;69,08597122587837;2,435;0;facil_6;greenfield;False;False;False
facil_7;36,22597241331834;69,22097122533836;200,0;0;facil_7;greenfield;False;False;False
facil_8;36,35347241280834;69,13680455900837;186,9;0;facil_8;greenfield;False;False;False
facil_9;36,33097241289834;69,56597122395837;14,577;0;facil_9;greenfield;False;False;False
facil_10;35,82263908159834;69,27513789178836;8,506;0;facil_10;greenfield;False;False;False
facil_11;36,21763908001834;69,53763789073837;200,0;0;facil_11;greenfield;False;False;False
facil_12;36,28597241307834;69,10180455914836;200,0;0;facil_12;greenfield;False;False;False
facil_13;36,21680574668834;69,13680455900837;200,0;0;facil_13;greenfield;False;False;False
facil_14;36,08430574721834;69,04347122604837;18,78;0;facil_14;greenfield;False;False;False
facil_15;36,24097241325834;69,21263789203837;200,0;0;facil_15;greenfield;False;False;False
facil_16;35,82680574824834;68,81263789363837;1,5010000000000001;0;facil_16;greenfield;False;False;False
facil_17;36,05680574732834;69,08847122586836;39,328;0;facil_17;greenfield;False;False;False
facil_18;36,23763907993834;69,19263789211837;200,0;0;facil_18;greenfield;False;False;False
facil_19;36,05097241401834;69,01763789281837;16,912000000000003;0;facil_19;greenfield;False;False;False
facil_20;35,99263908091834;69,25013789188837;20,181;0;facil_20;greenfield;False;False;False
facil_21;36,22013908000834;69,10513789246836;200,0;0;facil_21;greenfield;False;False;False
facil_22;36,23930574659834;69,13097122569837;200,0;0;facil_22;greenfield;False;False;False
facil_23;35,938472414468336;69,02013789280836;0,5670000000000001;0;facil_23;greenfield;False;False;False
facil_24;36,27180574646834;69,19430455877837;200,0;0;facil_24;greenfield;False;False;False
facil_25;36,16430574689834;69,18097122549837;200,0;0;facil_25;greenfield;False;False;False
facil_26;36,32013907960834;69,24263789191836;44,932;0;facil_26;greenfield;False;False;False
facil_27;36,14430574697834;69,18430455881837;86,49499999999999;0;facil_27;greenfield;False;False;False
facil_28;36,06263908063834;68,97013789300837;7,1049999999999995;0;facil_28;greenfield;False;False;False
facil_29;36,19513908010834;69,53347122408837;200,0;0;facil_29;greenfield;False;False;False
facil_30;36,16930574687834;69,10680455912836;200,0;0;facil_30;greenfield;False;False;False
facil_31;36,45763907905834;68,99013789292837;9,44;0;facil_31;greenfield;False;False;False
facil_32;36,23263907995834;69,14097122565836;200,0;0;facil_32;greenfield;False;False;False
facil_33;36,32930574623834;68,97680455964837;32,323;0;facil_33;greenfield;False;False;False
facil_34;36,33597241287834;69,26680455848836;10,841;0;facil_34;greenfield;False;False;False
facil_35;36,07180574726834;69,06013789264837;19,714000000000002;0;facil_35;greenfield;False;False;False
facil_36;36,28097241309834;69,23097122529836;185,03199999999998;0;facil_36;greenfield;False;False;False
facil_37;36,26680574648834;69,20430455873837;200,0;0;facil_37;greenfield;False;False;False
facil_38;36,05597241399834;69,03263789275837;22,516000000000002;0;facil_38;greenfield;False;False;False
facil_39;36,04347241404834;69,26347122516836;12,709;0;facil_39;greenfield;False;False;False
facil_40;35,84347241484834;68,87263789339836;1,9680000000000002;0;facil_40;greenfield;False;False;False
facil_41;36,24097241325834;69,14680455896837;200,0;0;facil_41;greenfield;False;False;False
facil_42;36,21430574669834;69,15097122561836;200,0;0;facil_42;greenfield;False;False;False
