Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,30930574631834;68,85263789347837;80000;0;facil_1;greenfield;False;False
facil_2;36,04680574736834;69,02680455944837;80000;0;facil_2;greenfield;False;False
facil_3;36,260139079848344;68,66597122755837;80000;0;facil_3;greenfield;False;False
facil_4;35,37597241671834;68,28513789574836;80000;0;facil_4;greenfield;False;False
facil_5;36,41597241255834;68,52347122812837;80000;0;facil_5;greenfield;False;False
facil_6;36,28513907974834;69,12097122573837;80000;0;facil_6;greenfield;False;False
facil_7;36,10430574713834;68,58763789453836;80000;0;facil_7;greenfield;False;False
facil_8;36,19763908009834;68,79180456038837;80000;0;facil_8;greenfield;False;False
facil_9;35,86930574807834;68,43430456181837;80000;0;facil_9;greenfield;False;False
facil_10;35,86013908144834;68,76680456048837;80000;0;facil_10;greenfield;False;False
facil_11;36,38847241266834;68,94097122645837;80000;0;facil_11;greenfield;False;False
facil_12;36,32097241293834;69,26680455848836;80000;0;facil_12;greenfield;False;False
facil_13;36,36597241275834;68,73597122727837;80000;0;facil_13;greenfield;False;False
facil_14;36,23263907995834;68,54097122805837;80000;0;facil_14;greenfield;False;False
facil_15;36,19513908010834;68,68763789413836;80000;0;facil_15;greenfield;False;False
facil_16;35,83013908156834;68,81430456029837;80000;0;facil_16;greenfield;False;False
facil_17;36,35763907945834;68,99180455958836;80000;0;facil_17;greenfield;False;False
facil_18;36,09930574715834;69,00430455953837;80000;0;facil_18;greenfield;False;False
facil_19;36,27680574644834;69,55763789065837;80000;0;facil_19;greenfield;False;False
facil_20;36,12263908039834;69,16680455888837;80000;0;facil_20;greenfield;False;False
facil_21;36,303472413008336;68,77097122713836;80000;0;facil_21;greenfield;False;False
facil_22;36,04847241402834;68,61263789443836;80000;0;facil_22;greenfield;False;False
facil_23;35,95180574774834;68,59013789452837;80000;0;facil_23;greenfield;False;False
facil_24;36,15347241360834;68,76930456047836;80000;0;facil_24;greenfield;False;False
facil_25;36,16847241354834;69,12263789239836;80000;0;facil_25;greenfield;False;False
facil_26;36,21930574667834;68,77513789378837;80000;0;facil_26;greenfield;False;False
facil_27;36,06347241396834;69,09430455917837;80000;0;facil_27;greenfield;False;False
facil_28;36,18763908013834;68,71513789402837;80000;0;facil_28;greenfield;False;False
facil_29;36,20347241340834;68,82263789359837;80000;0;facil_29;greenfield;False;False
facil_30;36,11930574707834;68,74597122723837;80000;0;facil_30;greenfield;False;False
facil_31;36,22430574665834;69,22680455864837;80000;0;facil_31;greenfield;False;False
facil_32;36,01347241416834;68,59263789451836;80000;0;facil_32;greenfield;False;False
facil_33;35,99263908091834;68,67930456083836;80000;0;facil_33;greenfield;False;False
facil_34;35,92180574786834;68,63097122769837;80000;0;facil_34;greenfield;False;False
facil_35;35,97430574765834;68,62597122771837;80000;0;facil_35;greenfield;False;False
facil_36;36,01180574750834;68,64930456095837;80000;0;facil_36;greenfield;False;False
facil_37;36,06930574727834;68,66680456088837;80000;0;facil_37;greenfield;False;False
facil_38;36,31263907963834;68,73680456060836;80000;0;facil_38;greenfield;False;False
facil_39;36,28013907976834;68,76763789381836;80000;0;facil_39;greenfield;False;False
facil_40;36,24847241322834;68,80847122698836;80000;0;facil_40;greenfield;False;False
facil_41;36,22180574666834;68,83847122686836;80000;0;facil_41;greenfield;False;False
facil_42;35,90430574793834;68,49763789489836;80000;0;facil_42;greenfield;False;False
facil_43;36,35430574613834;68,56930456127837;80000;0;facil_43;greenfield;False;False
facil_44;36,16430574689834;68,75513789386837;80000;0;facil_44;greenfield;False;False
facil_45;36,24347241324834;69,15013789228837;80000;0;facil_45;greenfield;False;False
facil_46;36,18263908015834;68,61013789444837;80000;0;facil_46;greenfield;False;False
facil_47;36,27847241310834;68,79013789372837;80000;0;facil_47;greenfield;False;False
facil_48;36,30430574633834;68,82847122690836;80000;0;facil_48;greenfield;False;False
facil_49;36,26847241314834;68,86763789341836;80000;0;facil_49;greenfield;False;False
facil_50;36,22597241331834;68,71013789404836;80000;0;facil_50;greenfield;False;False
facil_51;36,34847241282834;68,80347122700837;80000;0;facil_51;greenfield;False;False
facil_52;36,29263907971834;68,72763789397837;80000;0;facil_52;greenfield;False;False
facil_53;36,34430574617834;69,12513789238837;80000;0;facil_53;greenfield;False;False
