Name;Latitude;Longitude;Capacity
facil_1;63,0;475,0;4
facil_2;766,0;504,0;2
facil_3;895,0;595,0;5
facil_4;816,0;377,0;3
facil_5;462,0;590,0;2
facil_6;997,0;596,0;4
facil_7;775,0;993,0;3
facil_8;16,0;97,0;5
facil_9;839,0;348,0;3
facil_10;558,0;896,0;7
facil_11;423,0;912,0;11
facil_12;169,0;411,0;3
facil_13;75,0;602,0;3
facil_14;402,0;52,0;3
facil_15;388,0;208,0;4
facil_16;202,0;39,0;6
facil_17;510,0;841,0;16
facil_18;555,0;484,0;3
facil_19;920,0;633,0;4
facil_20;369,0;718,0;5
facil_21;432,0;696,0;5
facil_22;624,0;872,0;6
facil_23;472,0;323,0;3
facil_24;753,0;701,0;10
facil_25;584,0;440,0;3
facil_26;292,0;665,0;3
facil_27;202,0;310,0;2
facil_28;764,0;255,0;2
facil_29;662,0;486,0;2
facil_30;822,0;575,0;6
facil_31;469,0;13,0;3
facil_32;640,0;165,0;4
facil_33;814,0;886,0;3
facil_34;554,0;82,0;5
facil_35;336,0;745,0;6
facil_36;950,0;229,0;2
facil_37;142,0;835,0;4
facil_38;407,0;932,0;9
facil_39;69,0;205,0;9
facil_40;86,0;764,0;3
facil_41;202,0;165,0;16
facil_42;376,0;632,0;2
facil_43;639,0;987,0;5
facil_44;775,0;98,0;3
facil_45;503,0;855,0;21
facil_46;38,0;960,0;5
facil_47;215,0;73,0;9
facil_48;566,0;78,0;6
facil_49;4,0;517,0;4
facil_50;44,0;457,0;4
facil_51;676,0;337,0;3
facil_52;338,0;568,0;3
facil_53;623,0;911,0;7
facil_54;626,0;931,0;7
facil_55;97,0;43,0;6
facil_56;799,0;942,0;3
facil_57;725,0;430,0;4
facil_58;93,0;953,0;5
facil_59;264,0;347,0;2
facil_60;986,0;595,0;4
facil_61;631,0;614,0;7
facil_62;331,0;362,0;3
facil_63;158,0;793,0;3
facil_64;760,0;436,0;4
facil_65;115,0;641,0;4
facil_66;307,0;764,0;8
facil_67;469,0;817,0;14
facil_68;315,0;388,0;3
facil_69;906,0;830,0;3
facil_70;564,0;25,0;4
facil_71;88,0;246,0;6
facil_72;671,0;892,0;8
facil_73;181,0;139,0;18
facil_74;723,0;784,0;10
facil_75;609,0;798,0;10
facil_76;174,0;403,0;3
facil_77;76,0;671,0;3
facil_78;984,0;939,0;2
facil_79;830,0;579,0;6
facil_80;3,0;893,0;2
facil_81;176,0;164,0;17
facil_82;625,0;158,0;4
facil_83;249,0;590,0;2
facil_84;663,0;347,0;3
facil_85;21,0;500,0;6
facil_86;501,0;372,0;4
facil_87;572,0;218,0;3
facil_88;483,0;270,0;5
facil_89;604,0;201,0;5
facil_90;548,0;281,0;3
facil_91;205,0;745,0;2
facil_92;125,0;178,0;14
facil_93;870,0;931,0;3
facil_94;276,0;846,0;5
facil_95;759,0;839,0;5
facil_96;79,0;105,0;5
facil_97;218,0;992,0;2
facil_98;277,0;797,0;6
facil_99;545,0;62,0;6
facil_100;161,0;102,0;20
facil_101;1,0;827,0;2
facil_102;719,0;128,0;2
facil_103;80,0;366,0;2
facil_104;16,0;732,0;3
facil_105;24,0;521,0;4
facil_106;848,0;600,0;7
facil_107;585,0;594,0;6
facil_108;618,0;577,0;6
facil_109;44,0;300,0;3
facil_110;489,0;239,0;4
facil_111;479,0;978,0;10
facil_112;768,0;731,0;8
facil_113;274,0;30,0;2
facil_114;546,0;837,0;11
facil_115;890,0;640,0;5
facil_116;594,0;308,0;3
facil_117;878,0;716,0;5
facil_118;498,0;448,0;3
facil_119;145,0;96,0;16
facil_120;54,0;935,0;5
facil_121;473,0;5,0;3
facil_122;906,0;899,0;3
facil_123;277,0;752,0;5
facil_124;435,0;254,0;4
facil_125;630,0;686,0;8
facil_126;905,0;275,0;2
facil_127;521,0;401,0;5
facil_128;850,0;425,0;3
facil_129;374,0;186,0;4
facil_130;712,0;433,0;4
facil_131;814,0;730,0;6
facil_132;740,0;622,0;9
facil_133;681,0;74,0;2
facil_134;120,0;490,0;2
facil_135;297,0;816,0;7
facil_136;376,0;534,0;4
facil_137;982,0;560,0;4
facil_138;1,0;332,0;3
facil_139;815,0;625,0;8
facil_140;356,0;868,0;5
facil_141;659,0;994,0;5
facil_142;804,0;110,0;3
facil_143;415,0;517,0;3
facil_144;106,0;844,0;3
facil_145;549,0;366,0;4
facil_146;57,0;742,0;4
facil_147;848,0;739,0;7
facil_148;381,0;700,0;4
facil_149;442,0;808,0;10
facil_150;867,0;408,0;3
facil_151;67,0;930,0;5
facil_152;763,0;186,0;2
facil_153;581,0;91,0;5
facil_154;416,0;56,0;3
facil_155;729,0;620,0;11
facil_156;163,0;73,0;14
facil_157;160,0;129,0;20
