Name;Latitude;Longitude;Capacity
facil_1;40,0;51,0;120,0
facil_2;41,0;-5,0;120,0
facil_3;-46,0;2,0;120,0
facil_4;-36,0;-53,0;120,0
facil_5;12,0;55,0;120,0
facil_6;39,0;-38,0;120,0
facil_7;27,0;45,0;120,0
facil_8;-44,0;-11,0;120,0
facil_9;-63,0;36,0;120,0
facil_10;-36,0;-44,0;120,0
facil_11;49,0;27,0;120,0
facil_12;-51,0;-4,0;120,0
facil_13;-48,0;51,0;120,0
facil_14;51,0;49,0;120,0
facil_15;2,0;-52,0;120,0
facil_16;26,0;-58,0;120,0
facil_17;9,0;-73,0;120,0
facil_18;-30,0;64,0;120,0
facil_19;71,0;20,0;120,0
facil_20;10,0;-31,0;120,0
facil_21;-17,0;-25,0;120,0
facil_22;-39,0;-34,0;120,0
facil_23;-68,0;-28,0;120,0
facil_24;0,0;40,0;120,0
facil_25;0,0;27,0;120,0
facil_26;-58,0;-32,0;120,0
facil_27;57,0;-35,0;120,0
facil_28;-46,0;-16,0;120,0
facil_29;-33,0;34,0;120,0
facil_30;67,0;-20,0;120,0
facil_31;23,0;-17,0;120,0
facil_32;33,0;-29,0;120,0
facil_33;7,0;48,0;120,0
facil_34;73,0;3,0;120,0
facil_35;-38,0;-5,0;120,0
facil_36;66,0;-29,0;120,0
facil_37;-35,0;-53,0;120,0
facil_38;-35,0;61,0;120,0
facil_39;48,0;-18,0;120,0
facil_40;22,0;71,0;120,0
facil_41;-2,0;-74,0;120,0
facil_42;-37,0;12,0;120,0
facil_43;30,0;0,0;120,0
facil_44;-56,0;-27,0;120,0
facil_45;-52,0;-1,0;120,0
facil_46;57,0;-25,0;120,0
facil_47;-6,0;-67,0;120,0
facil_48;12,0;-51,0;120,0
facil_49;70,0;11,0;120,0
facil_50;30,0;57,0;120,0
