Name;Latitude;Longitude;Demand
cust_1;-33,0;59,0;2,0
cust_2;11,0;63,0;3,0
cust_3;28,0;-48,0;5,0
cust_4;-8,0;-58,0;2,0
cust_5;17,0;-22,0;1,0
cust_6;19,0;41,0;4,0
cust_7;70,0;17,0;1,0
cust_8;68,0;-17,0;2,0
cust_9;5,0;52,0;2,0
cust_10;-7,0;58,0;5,0
cust_11;-7,0;28,0;3,0
cust_12;2,0;-60,0;2,0
cust_13;-25,0;-63,0;1,0
cust_14;40,0;21,0;4,0
cust_15;-52,0;4,0;1,0
cust_16;-6,0;-53,0;1,0
cust_17;4,0;43,0;3,0
cust_18;40,0;57,0;1,0
cust_19;54,0;-7,0;4,0
cust_20;-4,0;33,0;1,0
cust_21;32,0;-59,0;2,0
cust_22;-60,0;37,0;2,0
cust_23;-47,0;57,0;1,0
cust_24;-54,0;-41,0;3,0
cust_25;51,0;44,0;2,0
cust_26;21,0;-64,0;1,0
cust_27;-37,0;44,0;5,0
cust_28;-53,0;34,0;1,0
cust_29;0,0;28,0;1,0
cust_30;32,0;-59,0;1,0
cust_31;-8,0;-27,0;2,0
cust_32;-20,0;54,0;3,0
cust_33;-12,0;-59,0;4,0
cust_34;-26,0;-21,0;2,0
cust_35;-30,0;-66,0;1,0
cust_36;56,0;34,0;2,0
cust_37;2,0;31,0;2,0
cust_38;6,0;-29,0;4,0
cust_39;-37,0;16,0;5,0
cust_40;-21,0;-58,0;1,0
cust_41;43,0;9,0;1,0
cust_42;44,0;-49,0;5,0
cust_43;-48,0;-14,0;1,0
cust_44;48,0;29,0;1,0
cust_45;-64,0;-31,0;1,0
cust_46;-8,0;-65,0;1,0
cust_47;58,0;-29,0;2,0
cust_48;44,0;-2,0;4,0
cust_49;-14,0;-71,0;1,0
cust_50;-57,0;-25,0;1,0
