Name;Latitude;Longitude;Capacity
facil_1;753,0;355,0;2
facil_2;663,0;83,0;2
facil_3;725,0;286,0;2
facil_4;581,0;444,0;2
facil_5;700,0;205,0;2
facil_6;630,0;475,0;2
facil_7;560,0;407,0;2
facil_8;848,0;374,0;2
facil_9;752,0;315,0;2
facil_10;454,0;310,0;2
facil_11;685,0;227,0;2
facil_12;747,0;468,0;2
facil_13;540,0;348,0;2
facil_14;882,0;346,0;2
facil_15;762,0;228,0;2
facil_16;884,0;307,0;2
facil_17;681,0;274,0;2
facil_18;761,0;254,0;2
facil_19;791,0;205,0;2
facil_20;699,0;559,0;2
facil_21;694,0;352,0;2
facil_22;679,0;11,0;2
facil_23;656,0;446,0;2
facil_24;428,0;487,0;2
facil_25;838,0;395,0;2
facil_26;554,0;590,0;2
facil_27;567,0;250,0;2
facil_28;769,0;381,0;2
facil_29;753,0;20,0;2
facil_30;710,0;296,0;2
facil_31;653,0;489,0;2
facil_32;711,0;447,0;2
facil_33;516,0;322,0;2
facil_34;704,0;265,0;2
facil_35;742,0;358,0;2
facil_36;578,0;423,0;2
facil_37;923,0;378,0;2
facil_38;451,0;120,0;2
facil_39;449,0;254,0;2
facil_40;626,0;264,0;2
facil_41;701,0;203,0;2
facil_42;751,0;293,0;2
facil_43;835,0;0,0;2
facil_44;810,0;318,0;19
facil_45;640,0;218,0;10
facil_46;493,0;226,0;6
facil_47;483,0;445,0;8
facil_48;671,0;134,0;11
facil_49;465,0;361,0;4
facil_50;521,0;69,0;3
facil_51;894,0;399,0;8
facil_52;824,0;388,0;11
facil_53;605,0;238,0;9
facil_54;848,0;251,0;11
facil_55;561,0;443,0;18
facil_56;663,0;9,0;6
facil_57;768,0;339,0;23
facil_58;634,0;426,0;17
facil_59;590,0;60,0;8
facil_60;735,0;280,0;23
facil_61;842,0;365,0;14
facil_62;671,0;124,0;11
facil_63;680,0;251,0;16
facil_64;615,0;361,0;17
facil_65;558,0;451,0;19
facil_66;884,0;356,0;14
facil_67;746,0;384,0;19
facil_68;687,0;227,0;16
facil_69;855,0;350,0;16
facil_70;656,0;450,0;13
facil_71;560,0;459,0;19
facil_72;591,0;433,0;24
facil_73;451,0;36,0;3
facil_74;747,0;26,0;5
facil_75;753,0;384,0;20
facil_76;530,0;259,0;10
facil_77;739,0;215,0;16
facil_78;537,0;267,0;12
facil_79;742,0;304,0;23
facil_80;509,0;418,0;13
facil_81;667,0;17,0;7
facil_82;534,0;297,0;10
facil_83;605,0;382,0;18
facil_84;470,0;482,0;6
facil_85;817,0;366,0;17
facil_86;815,0;268,0;14
