Name;Latitude;Longitude;Capacity
facil_1;51,0;570,0;2
facil_2;691,0;985,0;2
facil_3;66,0;119,0;2
facil_4;502,0;415,0;2
facil_5;434,0;289,0;2
facil_6;427,0;584,0;2
facil_7;342,0;576,0;2
facil_8;790,0;87,0;2
facil_9;312,0;475,0;2
facil_10;908,0;531,0;2
facil_11;840,0;566,0;2
facil_12;863,0;232,0;2
facil_13;284,0;833,0;2
facil_14;515,0;175,0;2
facil_15;9,0;243,0;2
facil_16;768,0;209,0;2
facil_17;777,0;582,0;2
facil_18;84,0;508,0;2
facil_19;380,0;523,0;2
facil_20;255,0;267,0;2
facil_21;544,0;961,0;2
facil_22;408,0;661,0;2
facil_23;57,0;588,0;2
facil_24;278,0;44,0;2
facil_25;168,0;722,0;2
facil_26;726,0;406,0;9
facil_27;223,0;385,0;5
facil_28;495,0;70,0;3
facil_29;560,0;632,0;3
facil_30;235,0;655,0;7
facil_31;643,0;127,0;11
facil_32;765,0;267,0;5
facil_33;459,0;976,0;2
facil_34;585,0;962,0;2
facil_35;154,0;796,0;4
facil_36;650,0;444,0;6
facil_37;931,0;52,0;2
facil_38;377,0;19,0;3
facil_39;178,0;633,0;6
facil_40;917,0;803,0;2
facil_41;871,0;677,0;4
facil_42;667,0;164,0;10
facil_43;208,0;651,0;7
facil_44;35,0;437,0;3
facil_45;503,0;680,0;3
facil_46;462,0;870,0;2
facil_47;322,0;123,0;3
facil_48;677,0;829,0;2
facil_49;878,0;407,0;6
facil_50;223,0;251,0;4
facil_51;671,0;94,0;9
facil_52;218,0;351,0;5
facil_53;375,0;220,0;7
facil_54;367,0;567,0;2
facil_55;986,0;869,0;2
facil_56;236,0;769,0;6
facil_57;202,0;998,0;2
facil_58;761,0;712,0;3
facil_59;75,0;520,0;2
facil_60;14,0;737,0;2
facil_61;895,0;632,0;6
facil_62;224,0;725,0;7
facil_63;328,0;387,0;2
facil_64;36,0;300,0;8
facil_65;817,0;531,0;8
facil_66;31,0;283,0;9
facil_67;209,0;574,0;5
facil_68;490,0;395,0;9
facil_69;659,0;121,0;10
facil_70;410,0;207,0;6
facil_71;761,0;450,0;7
facil_72;768,0;348,0;8
facil_73;873,0;349,0;6
facil_74;439,0;179,0;6
facil_75;51,0;269,0;9
facil_76;886,0;558,0;9
facil_77;151,0;752,0;6
facil_78;208,0;186,0;3
facil_79;897,0;547,0;9
facil_80;469,0;396,0;9
facil_81;607,0;437,0;5
facil_82;202,0;433,0;5
facil_83;642,0;100,0;10
facil_84;180,0;703,0;8
facil_85;873,0;595,0;9
facil_86;103,0;184,0;4
facil_87;466,0;416,0;8
facil_88;124,0;311,0;5
facil_89;71,0;321,0;9
facil_90;8,0;357,0;7
facil_91;51,0;200,0;6
facil_92;899,0;471,0;7
facil_93;67,0;236,0;9
facil_94;482,0;432,0;8
facil_95;991,0;388,0;2
facil_96;933,0;309,0;3
facil_97;649,0;131,0;11
facil_98;497,0;404,0;8
facil_99;626,0;195,0;7
facil_100;807,0;375,0;9
facil_101;776,0;626,0;3
facil_102;624,0;275,0;5
facil_103;55,0;288,0;9
facil_104;877,0;515,0;9
facil_105;821,0;533,0;8
facil_106;456,0;317,0;4
facil_107;625,0;410,0;6
facil_108;783,0;403,0;8
facil_109;662,0;97,0;9
facil_110;733,0;533,0;6
facil_111;499,0;470,0;8
facil_112;766,0;340,0;8
facil_113;206,0;385,0;5
facil_114;822,0;285,0;6
facil_115;571,0;304,0;5
facil_116;934,0;461,0;5
facil_117;533,0;242,0;3
facil_118;442,0;24,0;4
facil_119;303,0;249,0;5
facil_120;675,0;92,0;9
facil_121;467,0;432,0;8
facil_122;575,0;338,0;6
facil_123;385,0;239,0;7
facil_124;272,0;512,0;2
facil_125;567,0;124,0;5
facil_126;738,0;447,0;6
facil_127;379,0;165,0;7
facil_128;610,0;408,0;6
