Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,08013908056834;68,64263789431837;80000;0;facil_1;greenfield;False;False
facil_2;35,69263908211834;69,36097122477837;80000;0;facil_2;greenfield;False;False
facil_3;35,620972415738336;68,40763789525836;80000;0;facil_3;greenfield;False;False
facil_4;36,24763907989834;69,10680455912836;80000;0;facil_4;greenfield;False;False
facil_5;35,41930574987834;68,24180456258837;80000;0;facil_5;greenfield;False;False
facil_6;36,18847241346834;68,55847122798836;80000;0;facil_6;greenfield;False;False
facil_7;36,35763907945834;68,57013789460837;80000;0;facil_7;greenfield;False;False
facil_8;36,32763907957834;68,28430456241837;80000;0;facil_8;greenfield;False;False
facil_9;35,88597241467834;68,58347122788837;80000;0;facil_9;greenfield;False;False
facil_10;36,49430574557834;68,66180456090837;80000;0;facil_10;greenfield;False;False
facil_11;36,06763908061834;68,96597122635836;80000;0;facil_11;greenfield;False;False
facil_12;36,20180574674834;69,54597122403837;80000;0;facil_12;greenfield;False;False
facil_13;35,60680574912834;68,68263789415836;80000;0;facil_13;greenfield;False;False
facil_14;36,41347241256834;68,50680456152837;80000;0;facil_14;greenfield;False;False
facil_15;36,15180574694834;68,70097122741836;80000;0;facil_15;greenfield;False;False
facil_16;36,24013907992834;69,17597122551837;80000;0;facil_16;greenfield;False;False
facil_17;36,49263907891834;68,22013789600837;80000;0;facil_17;greenfield;False;False
facil_18;36,22763907997834;68,70430456073836;80000;0;facil_18;greenfield;False;False
facil_19;35,984305747618336;68,26597122915837;80000;0;facil_19;greenfield;False;False
facil_20;36,49680574556834;68,34430456217837;80000;0;facil_20;greenfield;False;False
facil_21;35,75763908185834;68,50763789485836;80000;0;facil_21;greenfield;False;False
facil_22;36,28097241309834;68,86430456009836;80000;0;facil_22;greenfield;False;False
facil_23;36,15680574692834;69,10680455912836;80000;0;facil_23;greenfield;False;False
facil_24;36,32180574626834;68,57930456123836;80000;0;facil_24;greenfield;False;False
facil_25;35,75930574851834;68,81430456029837;80000;0;facil_25;greenfield;False;False
facil_26;35,93013908116834;68,94097122645837;80000;0;facil_26;greenfield;False;False
facil_27;36,51180574550834;68,90180455994837;80000;0;facil_27;greenfield;False;False
facil_28;36,09930574715834;68,52763789477837;80000;0;facil_28;greenfield;False;False
facil_29;36,27013907980834;68,97430455965836;80000;0;facil_29;greenfield;False;False
facil_30;36,29263907971834;68,81680456028836;80000;0;facil_30;greenfield;False;False
facil_31;35,97180574766834;68,71513789402837;80000;0;facil_31;greenfield;False;False
facil_32;36,30430574633834;68,76847122714837;80000;0;facil_32;greenfield;False;False
facil_33;36,26597241315834;68,52763789477837;80000;0;facil_33;greenfield;False;False
facil_34;36,07097241393834;69,06013789264837;80000;0;facil_34;greenfield;False;False
facil_35;35,90513908126834;68,52180456146837;80000;0;facil_35;greenfield;False;False
facil_36;36,43097241249834;68,90930455991837;80000;0;facil_36;greenfield;False;False
facil_37;36,26513907982834;68,86013789344837;80000;0;facil_37;greenfield;False;False
facil_38;36,53347241208834;68,53180456142837;80000;0;facil_38;greenfield;False;False
facil_39;35,90097241461834;68,59763789449836;80000;0;facil_39;greenfield;False;False
facil_40;36,34263907951834;69,14347122564837;80000;0;facil_40;greenfield;False;False
facil_41;36,23097241329834;68,73263789395837;80000;0;facil_41;greenfield;False;False
facil_42;36,25680574652834;68,79930456035837;80000;0;facil_42;greenfield;False;False
facil_43;35,86680574808834;69,23597122527836;80000;0;facil_43;greenfield;False;False
facil_44;36,50513907886834;68,64847122762836;80000;0;facil_44;greenfield;False;False
facil_45;36,42763907917834;68,48097122829837;80000;0;facil_45;greenfield;False;False
facil_46;36,15847241358834;68,69180456078837;80000;0;facil_46;greenfield;False;False
facil_47;36,16347241356834;68,80680456032837;80000;0;facil_47;greenfield;False;False
facil_48;36,01180574750834;68,65263789427837;80000;0;facil_48;greenfield;False;False
facil_49;36,27763907977834;69,10097122581837;80000;0;facil_49;greenfield;False;False
facil_50;35,91013908124834;68,73847122726836;80000;0;facil_50;greenfield;False;False
facil_51;35,67930574883834;68,73597122727837;80000;0;facil_51;greenfield;False;False
facil_52;36,19347241344834;68,89847122662837;80000;0;facil_52;greenfield;False;False
facil_53;35,58847241586834;68,56930456127837;80000;0;facil_53;greenfield;False;False
facil_54;36,01180574750834;68,85847122678837;80000;0;facil_54;greenfield;False;False
facil_55;36,17847241350834;68,36013789544836;80000;0;facil_55;greenfield;False;False
facil_56;36,28847241306834;68,71680456068836;80000;0;facil_56;greenfield;False;False
facil_57;36,52763907877834;68,26680456248836;80000;0;facil_57;greenfield;False;False
facil_58;36,50513907886834;68,43347122848837;80000;0;facil_58;greenfield;False;False
facil_59;36,36597241275834;69,00763789285837;80000;0;facil_59;greenfield;False;False
facil_60;36,35763907945834;68,22347122932837;80000;0;facil_60;greenfield;False;False
facil_61;36,00847241418834;68,75013789388836;80000;0;facil_61;greenfield;False;False
facil_62;36,10763908045834;68,50263789487836;80000;0;facil_62;greenfield;False;False
facil_63;36,41430574589834;68,92180455986836;80000;0;facil_63;greenfield;False;False
facil_64;36,36180574610834;68,87930456003836;80000;0;facil_64;greenfield;False;False
facil_65;35,86930574807834;68,53763789473837;80000;0;facil_65;greenfield;False;False
facil_66;36,10263908047834;68,71597122735837;80000;0;facil_66;greenfield;False;False
facil_67;35,27263908379834;68,01263789683837;80000;0;facil_67;greenfield;False;False
facil_68;36,49597241223834;68,86680456008837;80000;0;facil_68;greenfield;False;False
facil_69;35,78513908174834;69,59013789052837;80000;0;facil_69;greenfield;False;False
facil_70;35,92180574786834;68,60263789447836;80000;0;facil_70;greenfield;False;False
facil_71;36,11597241375834;68,88263789335836;80000;0;facil_71;greenfield;False;False
facil_72;36,24347241324834;69,14680455896837;80000;0;facil_72;greenfield;False;False
facil_73;35,77597241511834;68,76847122714837;80000;0;facil_73;greenfield;False;False
facil_74;36,15847241358834;68,79263789371836;80000;0;facil_74;greenfield;False;False
facil_75;35,94513908110834;68,70597122739836;80000;0;facil_75;greenfield;False;False
facil_76;36,36847241274834;68,52930456143837;80000;0;facil_76;greenfield;False;False
facil_77;36,40597241259834;68,65013789428836;80000;0;facil_77;greenfield;False;False
facil_78;36,22430574665834;69,11013789244836;80000;0;facil_78;greenfield;False;False
facil_79;36,16513908022834;68,43347122848837;80000;0;facil_79;greenfield;False;False
facil_80;36,47180574566834;68,99097122625837;80000;0;facil_80;greenfield;False;False
facil_81;36,10847241378834;68,97180455966837;80000;0;facil_81;greenfield;False;False
facil_82;36,02597241411834;69,23763789193836;80000;0;facil_82;greenfield;False;False
facil_83;35,96180574770834;68,63847122766836;80000;0;facil_83;greenfield;False;False
facil_84;36,34680574616834;68,44097122845837;80000;0;facil_84;greenfield;False;False
facil_85;36,39013907932834;68,23263789595836;80000;0;facil_85;greenfield;False;False
facil_86;36,30930574631834;68,79013789372837;80000;0;facil_86;greenfield;False;False
facil_87;36,37680574604834;68,94180455978837;80000;0;facil_87;greenfield;False;False
facil_88;36,02347241412834;69,01597122615837;80000;0;facil_88;greenfield;False;False
