Name;Latitude;Longitude;Capacity
facil_1;52,0;5,0;69,0
facil_2;-53,0;8,0;69,0
facil_3;-56,0;10,0;69,0
facil_4;-47,0;-32,0;69,0
facil_5;54,0;43,0;69,0
facil_6;43,0;-52,0;69,0
facil_7;23,0;31,0;69,0
facil_8;40,0;17,0;69,0
facil_9;-58,0;13,0;69,0
facil_10;-73,0;-10,0;69,0
facil_11;25,0;52,0;69,0
facil_12;17,0;66,0;69,0
facil_13;24,0;-47,0;69,0
facil_14;-35,0;58,0;69,0
facil_15;19,0;69,0;69,0
facil_16;30,0;29,0;69,0
facil_17;-55,0;29,0;69,0
facil_18;46,0;51,0;69,0
facil_19;44,0;-53,0;69,0
facil_20;-45,0;51,0;69,0
facil_21;46,0;1,0;69,0
facil_22;25,0;-36,0;69,0
facil_23;-44,0;-13,0;69,0
facil_24;38,0;52,0;69,0
facil_25;-21,0;-66,0;69,0
