Name;Latitude;Longitude;Demand;No. of modeled individuals;Cell ID;Province;District
cust_1;36,22083352445001;69,60416566825002;19,613999999999997;42;17_22;Baghlan;Guzargahi Nur
cust_2;36,212500191150006;69,57916566835003;37,36;80;18_19;Baghlan;Guzargahi Nur
cust_3;36,22083352445001;69,59583233495003;22,415999999999997;48;17_21;Baghlan;Guzargahi Nur
cust_4;36,23750019105001;69,54583233515002;12,609;27;15_15;Baghlan;Guzargahi Nur
cust_5;36,20416685785001;69,57083233505003;49,035;105;19_18;Baghlan;Guzargahi Nur
cust_6;36,22083352445001;69,62916566815002;13,075999999999999;28;17_25;Baghlan;Guzargahi Nur
cust_7;36,20416685785001;69,56249900175003;17,746;38;19_17;Baghlan;Guzargahi Nur
cust_8;36,20416685785001;69,57916566835003;33,623999999999995;72;19_19;Baghlan;Guzargahi Nur
cust_9;36,212500191150006;69,56249900175003;11,674999999999999;25;18_17;Baghlan;Guzargahi Nur
cust_10;36,17916685795001;69,50416566865003;2,8019999999999996;6;22_10;Baghlan;Guzargahi Nur
cust_11;36,22083352445001;69,62083233485002;18,212999999999997;39;17_24;Baghlan;Guzargahi Nur
cust_12;36,254166857650006;69,55416566845003;7,938999999999999;17;13_16;Baghlan;Guzargahi Nur
cust_13;36,17916685795001;69,47916566875003;2,335;5;22_7;Baghlan;Guzargahi Nur
cust_14;36,212500191150006;69,57083233505003;26,619;57;18_18;Baghlan;Guzargahi Nur
cust_15;36,22083352445001;69,63749900145002;5,137;11;17_26;Baghlan;Guzargahi Nur
cust_16;36,18750019125001;69,51249900195002;5,603999999999999;12;21_11;Baghlan;Guzargahi Nur
cust_17;36,19583352455001;69,52083233525002;18,68;40;20_12;Baghlan;Guzargahi Nur
cust_18;36,17916685795001;69,48749900205003;4,67;10;22_8;Baghlan;Guzargahi Nur
cust_19;36,17083352465001;69,48749900205003;4,67;10;23_8;Baghlan;Guzargahi Nur
cust_20;36,212500191150006;69,59583233495003;19,147;41;18_21;Baghlan;Guzargahi Nur
cust_21;36,20416685785001;69,61249900155002;0,9339999999999999;2;19_23;Baghlan;Guzargahi Nur
cust_22;36,17916685795001;69,49583233535003;12,609;27;22_9;Baghlan;Guzargahi Nur
cust_23;36,22083352445001;69,53749900185002;15,411;33;17_14;Baghlan;Guzargahi Nur
cust_24;36,18750019125001;69,50416566865003;8,405999999999999;18;21_10;Baghlan;Guzargahi Nur
cust_25;36,20416685785001;69,54583233515002;3,2689999999999997;7;19_15;Baghlan;Guzargahi Nur
cust_26;36,22083352445001;69,61249900155002;10,741;23;17_23;Baghlan;Guzargahi Nur
cust_27;36,212500191150006;69,52916566855002;7,4719999999999995;16;18_13;Baghlan;Guzargahi Nur
cust_28;36,212500191150006;69,62916566815002;0,46699999999999997;1;18_25;Baghlan;Guzargahi Nur
cust_29;36,212500191150006;69,53749900185002;7,005;15;18_14;Baghlan;Guzargahi Nur
cust_30;36,212500191150006;69,58749900165003;30,822;66;18_20;Baghlan;Guzargahi Nur
cust_31;36,22916685775001;69,54583233515002;3,7359999999999998;8;16_15;Baghlan;Guzargahi Nur
cust_32;36,22083352445001;69,51249900195002;0,9339999999999999;2;17_11;Baghlan;Guzargahi Nur
cust_33;36,254166857650006;69,54583233515002;2,8019999999999996;6;13_15;Baghlan;Guzargahi Nur
cust_34;36,20416685785001;69,52916566855002;15,877999999999998;34;19_13;Baghlan;Guzargahi Nur
cust_35;36,29583352415001;69,57083233505003;0,9339999999999999;2;8_18;Baghlan;Guzargahi Nur
cust_36;36,20416685785001;69,53749900185002;4,202999999999999;9;19_14;Baghlan;Guzargahi Nur
cust_37;36,22083352445001;69,58749900165003;4,202999999999999;9;17_20;Baghlan;Guzargahi Nur
cust_38;36,27083352425001;69,54583233515002;0,9339999999999999;2;11_15;Baghlan;Guzargahi Nur
cust_39;36,19583352455001;69,51249900195002;0,9339999999999999;2;20_11;Baghlan;Guzargahi Nur
cust_40;36,212500191150006;69,60416566825002;2,8019999999999996;6;18_22;Baghlan;Guzargahi Nur
cust_41;36,27916685755001;69,55416566845003;2,335;5;10_16;Baghlan;Guzargahi Nur
cust_42;36,26250019095001;69,57083233505003;0,46699999999999997;1;12_18;Baghlan;Guzargahi Nur
cust_43;36,23750019105001;69,52083233525002;1,4009999999999998;3;15_12;Baghlan;Guzargahi Nur
cust_44;36,20416685785001;69,55416566845003;1,4009999999999998;3;19_16;Baghlan;Guzargahi Nur
cust_45;36,19583352455001;69,52916566855002;4,202999999999999;9;20_13;Baghlan;Guzargahi Nur
cust_46;36,22916685775001;69,53749900185002;2,335;5;16_14;Baghlan;Guzargahi Nur
cust_47;36,26250019095001;69,55416566845003;2,8019999999999996;6;12_16;Baghlan;Guzargahi Nur
