Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,25097241321834;68,66597122755837;80000;0;facil_1;greenfield;False;False
facil_2;35,667639082218344;68,52680456144836;80000;0;facil_2;greenfield;False;False
facil_3;36,30847241298834;69,13930455899836;80000;0;facil_3;greenfield;False;False
facil_4;36,07680574724834;69,05763789265836;80000;0;facil_4;greenfield;False;False
facil_5;36,20930574671834;69,14597122563836;80000;0;facil_5;greenfield;False;False
facil_6;36,37097241273834;68,53013789476836;80000;0;facil_6;greenfield;False;False
facil_7;36,04597241403834;68,98180455962837;80000;0;facil_7;greenfield;False;False
facil_8;36,09263908051834;68,57680456124837;80000;0;facil_8;greenfield;False;False
facil_9;36,36763907941834;68,73513789394836;80000;0;facil_9;greenfield;False;False
facil_10;35,92013908120834;68,73180456062836;80000;0;facil_10;greenfield;False;False
facil_11;36,32597241291834;68,87013789340837;80000;0;facil_11;greenfield;False;False
facil_12;36,21597241335834;69,56930455727837;80000;0;facil_12;greenfield;False;False
facil_13;36,10597241379834;69,12930455903836;80000;0;facil_13;greenfield;False;False
facil_14;36,13013908036834;68,73847122726836;80000;0;facil_14;greenfield;False;False
facil_15;36,20180574674834;68,59180456118837;80000;0;facil_15;greenfield;False;False
facil_16;36,17763908017834;69,13263789235836;80000;0;facil_16;greenfield;False;False
facil_17;36,13263908035834;69,17763789217837;80000;0;facil_17;greenfield;False;False
facil_18;35,83097241489834;68,81347122696836;80000;0;facil_18;greenfield;False;False
facil_19;36,51180574550834;68,35430456213837;80000;0;facil_19;greenfield;False;False
facil_20;36,18930574679834;68,69180456078837;80000;0;facil_20;greenfield;False;False
facil_21;36,31513907962834;69,25013789188837;80000;0;facil_21;greenfield;False;False
facil_22;36,27847241310834;68,81513789362836;80000;0;facil_22;greenfield;False;False
facil_23;36,31263907963834;68,84347122684837;80000;0;facil_23;greenfield;False;False
facil_24;36,12930574703834;68,85013789348837;80000;0;facil_24;greenfield;False;False
facil_25;36,305139079668336;68,69180456078837;80000;0;facil_25;greenfield;False;False
facil_26;36,19013908012834;68,77680456044837;80000;0;facil_26;greenfield;False;False
facil_27;35,96513908102834;68,64013789432836;80000;0;facil_27;greenfield;False;False
facil_28;36,10597241379834;68,56347122796836;80000;0;facil_28;greenfield;False;False
facil_29;36,24930574655834;68,80930456031837;80000;0;facil_29;greenfield;False;False
facil_30;36,23180574662834;68,78430456041836;80000;0;facil_30;greenfield;False;False
facil_31;35,90013908128834;68,60680456112837;80000;0;facil_31;greenfield;False;False
facil_32;36,22180574666834;69,22013789200837;80000;0;facil_32;greenfield;False;False
facil_33;36,09013908052834;68,61763789441837;80000;0;facil_33;greenfield;False;False
facil_34;35,986805747608344;68,72347122732836;80000;0;facil_34;greenfield;False;False
facil_35;36,26763907981834;69,09263789251837;80000;0;facil_35;greenfield;False;False
