Name;Latitude;Longitude;Demand;No. of modeled individuals;Cell ID;Province;District
cust_1;36,62916685615001;69,75416566765003;1,401;3;9_3;Takhar;Farkhar
cust_2;36,62916685615001;69,77916566755003;7,472;16;9_6;Takhar;Farkhar
cust_3;36,37083352385;69,91249900035002;30,822000000000003;66;40_22;Takhar;Farkhar
cust_4;36,570833523050005;69,94583233355003;5,1370000000000005;11;16_26;Takhar;Farkhar
cust_5;36,57916685635001;69,92916566695003;1,868;4;15_24;Takhar;Farkhar
cust_6;36,54583352315001;69,87083233385003;3,269;7;19_17;Takhar;Farkhar
cust_7;36,620833522850006;69,82083233405002;11,208;24;10_11;Takhar;Farkhar
cust_8;36,562500189750004;69,87083233385003;18,213;39;17_17;Takhar;Farkhar
cust_9;36,570833523050005;69,87083233385003;14,944;32;16_17;Takhar;Farkhar
cust_10;36,345833523950006;69,95416566685003;5,604;12;43_27;Takhar;Farkhar
cust_11;36,57916685635001;69,84583233395003;19,614;42;15_14;Takhar;Farkhar
cust_12;36,654166856050004;69,87916566715003;2,335;5;6_18;Takhar;Farkhar
cust_13;36,58750018965001;69,84583233395003;2,802;6;14_14;Takhar;Farkhar
cust_14;36,46250019015;69,85416566725003;12,609;27;29_15;Takhar;Farkhar
cust_15;36,529166856550006;69,98749900005004;0,467;1;21_31;Takhar;Farkhar
cust_16;36,654166856050004;69,84583233395003;2,802;6;6_14;Takhar;Farkhar
cust_17;36,53750018985001;69,87083233385003;6,071000000000001;13;20_17;Takhar;Farkhar
cust_18;36,57916685635001;69,85416566725003;52,771;113;15_15;Takhar;Farkhar
cust_19;36,53750018985001;69,87916566715003;6,538;14;20_18;Takhar;Farkhar
cust_20;36,60416685625;69,92916566695003;0,934;2;12_24;Takhar;Farkhar
cust_21;36,59583352295;69,86249900055003;17,746000000000002;38;13_16;Takhar;Farkhar
cust_22;36,570833523050005;69,86249900055003;39,228;84;16_16;Takhar;Farkhar
cust_23;36,562500189750004;70,03749899985003;0,467;1;17_37;Takhar;Farkhar
cust_24;36,620833522850006;69,82916566735003;2,335;5;10_12;Takhar;Farkhar
cust_25;36,437500190250006;69,90416566705004;2,335;5;32_21;Takhar;Farkhar
cust_26;36,63750018945001;69,77916566755003;1,868;4;8_6;Takhar;Farkhar
cust_27;36,620833522850006;69,81249900075004;13,543000000000001;29;10_10;Takhar;Farkhar
cust_28;36,337500190650005;69,95416566685003;1,868;4;44_27;Takhar;Farkhar
cust_29;36,570833523050005;69,85416566725003;19,147000000000002;41;16_15;Takhar;Farkhar
cust_30;36,470833523450004;69,86249900055003;7,472;16;28_16;Takhar;Farkhar
cust_31;36,57916685635001;69,86249900055003;16,812;36;15_16;Takhar;Farkhar
cust_32;36,60416685625;69,83749900065003;1,868;4;12_13;Takhar;Farkhar
cust_33;36,520833523250005;69,87916566715003;7,472;16;22_18;Takhar;Farkhar
cust_34;36,58750018965001;69,85416566725003;32,690000000000005;70;14_15;Takhar;Farkhar
cust_35;36,58750018965001;69,86249900055003;9,34;20;14_16;Takhar;Farkhar
cust_36;36,60416685625;69,85416566725003;14,477;31;12_15;Takhar;Farkhar
cust_37;36,529166856550006;69,87083233385003;14,944;32;21_17;Takhar;Farkhar
cust_38;36,44583352355001;69,89583233375004;0,934;2;31_20;Takhar;Farkhar
cust_39;36,562500189750004;69,86249900055003;8,873000000000001;19;17_16;Takhar;Farkhar
cust_40;36,55416685645;69,87083233385003;13,543000000000001;29;18_17;Takhar;Farkhar
cust_41;36,58750018965001;70,02083233325003;0,467;1;14_35;Takhar;Farkhar
cust_42;36,51250018995;69,87083233385003;2,802;6;23_17;Takhar;Farkhar
cust_43;36,62916685615001;69,78749900085003;0,467;1;9_7;Takhar;Farkhar
cust_44;36,612500189550005;69,81249900075004;1,401;3;11_10;Takhar;Farkhar
cust_45;36,54583352315001;69,86249900055003;4,203;9;19_16;Takhar;Farkhar
cust_46;36,64583352275;69,77916566755003;0,934;2;7_6;Takhar;Farkhar
cust_47;36,62916685615001;69,74583233435003;5,1370000000000005;11;9_2;Takhar;Farkhar
cust_48;36,46250019015;69,84583233395003;8,873000000000001;19;29_14;Takhar;Farkhar
cust_49;36,36250019055001;69,82916566735003;0,467;1;41_12;Takhar;Farkhar
cust_50;36,63750018945001;69,75416566765003;10,741000000000001;23;8_3;Takhar;Farkhar
cust_51;36,620833522850006;69,84583233395003;12,609;27;10_14;Takhar;Farkhar
cust_52;36,379166857150004;69,92916566695003;0,467;1;39_24;Takhar;Farkhar
cust_53;36,35416685725001;70,10416566625003;4,67;10;42_45;Takhar;Farkhar
cust_54;36,529166856550006;69,87916566715003;5,1370000000000005;11;21_18;Takhar;Farkhar
cust_55;36,37083352385;69,92916566695003;0,934;2;40_24;Takhar;Farkhar
cust_56;36,570833523050005;69,91249900035002;2,335;5;16_22;Takhar;Farkhar
cust_57;36,562500189750004;69,94583233355003;1,868;4;17_26;Takhar;Farkhar
cust_58;36,60416685625;69,84583233395003;2,335;5;12_14;Takhar;Farkhar
cust_59;36,35416685725001;70,11249899955003;2,335;5;42_46;Takhar;Farkhar
cust_60;36,479166856750005;69,86249900055003;10,741000000000001;23;27_16;Takhar;Farkhar
cust_61;36,57916685635001;69,99583233335004;1,401;3;15_32;Takhar;Farkhar
cust_62;36,58750018965001;70,01249899995003;0,934;2;14_34;Takhar;Farkhar
cust_63;36,59583352295;69,87083233385003;2,802;6;13_17;Takhar;Farkhar
cust_64;36,46250019015;69,86249900055003;12,609;27;29_16;Takhar;Farkhar
cust_65;36,612500189550005;69,84583233395003;12,142000000000001;26;11_14;Takhar;Farkhar
cust_66;36,62916685615001;69,80416566745004;2,335;5;9_9;Takhar;Farkhar
cust_67;36,67083352265001;69,89583233375004;4,67;10;4_20;Takhar;Farkhar
cust_68;36,63750018945001;69,76249900095003;6,071000000000001;13;8_4;Takhar;Farkhar
cust_69;36,620833522850006;69,80416566745004;10,274000000000001;22;10_9;Takhar;Farkhar
cust_70;36,44583352355001;69,90416566705004;3,269;7;31_21;Takhar;Farkhar
cust_71;36,570833523050005;69,90416566705004;0,467;1;16_21;Takhar;Farkhar
cust_72;36,479166856750005;69,87083233385003;1,868;4;27_17;Takhar;Farkhar
cust_73;36,612500189550005;69,92083233365003;1,868;4;11_23;Takhar;Farkhar
cust_74;36,67916685595001;69,90416566705004;0,934;2;3_21;Takhar;Farkhar
cust_75;36,51250018995;69,88749900045003;0,934;2;23_19;Takhar;Farkhar
cust_76;36,36250019055001;70,12083233285003;1,401;3;41_47;Takhar;Farkhar
cust_77;36,612500189550005;69,79583233415003;0,934;2;11_8;Takhar;Farkhar
cust_78;36,54583352315001;69,87916566715003;2,335;5;19_18;Takhar;Farkhar
cust_79;36,59583352295;69,92083233365003;2,335;5;13_23;Takhar;Farkhar
cust_80;36,57916685635001;69,92083233365003;2,802;6;15_23;Takhar;Farkhar
cust_81;36,42083352365;69,92083233365003;1,401;3;34_23;Takhar;Farkhar
cust_82;36,55416685645;69,86249900055003;9,807;21;18_16;Takhar;Farkhar
cust_83;36,36250019055001;69,90416566705004;0,467;1;41_21;Takhar;Farkhar
cust_84;36,520833523250005;69,88749900045003;2,335;5;22_19;Takhar;Farkhar
cust_85;36,37083352385;69,90416566705004;0,934;2;40_21;Takhar;Farkhar
cust_86;36,63750018945001;69,82083233405002;2,802;6;8_11;Takhar;Farkhar
cust_87;36,62916685615001;69,81249900075004;4,203;9;9_10;Takhar;Farkhar
cust_88;36,57916685635001;70,00416566665002;2,335;5;15_33;Takhar;Farkhar
cust_89;36,345833523950006;70,05416566645003;4,67;10;43_39;Takhar;Farkhar
cust_90;36,612500189550005;69,82083233405002;2,802;6;11_11;Takhar;Farkhar
cust_91;36,620833522850006;69,92083233365003;2,335;5;10_23;Takhar;Farkhar
cust_92;36,36250019055001;69,91249900035002;1,868;4;41_22;Takhar;Farkhar
cust_93;36,67083352265001;69,90416566705004;1,401;3;4_21;Takhar;Farkhar
cust_94;36,337500190650005;70,12083233285003;0,467;1;44_47;Takhar;Farkhar
cust_95;36,42083352365;69,92916566695003;1,868;4;34_24;Takhar;Farkhar
cust_96;36,379166857150004;70,00416566665002;2,335;5;39_33;Takhar;Farkhar
cust_97;36,50416685665;69,87083233385003;4,203;9;24_17;Takhar;Farkhar
cust_98;36,570833523050005;69,87916566715003;0,934;2;16_18;Takhar;Farkhar
cust_99;36,662500189350006;69,94583233355003;0,467;1;5_26;Takhar;Farkhar
cust_100;36,620833522850006;69,83749900065003;0,934;2;10_13;Takhar;Farkhar
cust_101;36,570833523050005;69,92083233365003;5,1370000000000005;11;16_23;Takhar;Farkhar
cust_102;36,50416685665;69,89583233375004;0,934;2;24_20;Takhar;Farkhar
cust_103;36,50416685665;69,87916566715003;0,467;1;24_18;Takhar;Farkhar
cust_104;36,35416685725001;70,06249899975003;2,335;5;42_40;Takhar;Farkhar
cust_105;36,58750018965001;69,91249900035002;1,868;4;14_22;Takhar;Farkhar
cust_106;36,49583352335001;69,86249900055003;0,467;1;25_16;Takhar;Farkhar
cust_107;36,51250018995;69,87916566715003;3,269;7;23_18;Takhar;Farkhar
cust_108;36,562500189750004;69,90416566705004;1,401;3;17_21;Takhar;Farkhar
cust_109;36,520833523250005;69,87083233385003;5,604;12;22_17;Takhar;Farkhar
cust_110;36,58750018965001;69,87083233385003;1,868;4;14_17;Takhar;Farkhar
cust_111;36,37083352385;69,92083233365003;4,203;9;40_23;Takhar;Farkhar
cust_112;36,48750019005001;70,07916566635004;0,467;1;26_42;Takhar;Farkhar
cust_113;36,64583352275;69,87083233385003;2,335;5;7_17;Takhar;Farkhar
cust_114;36,437500190250006;69,93749900025003;0,467;1;32_25;Takhar;Farkhar
