Name;Latitude;Longitude;Demand
cust_1;44,0;-28,0;1,0
cust_2;9,0;70,0;3,0
cust_3;7,0;40,0;1,0
cust_4;66,0;2,0;4,0
cust_5;-49,0;24,0;4,0
cust_6;62,0;-42,0;5,0
cust_7;43,0;26,0;3,0
cust_8;38,0;-63,0;5,0
cust_9;-21,0;-20,0;3,0
cust_10;1,0;-38,0;1,0
cust_11;15,0;57,0;1,0
cust_12;71,0;-10,0;1,0
cust_13;-66,0;0,0;2,0
cust_14;-39,0;25,0;3,0
cust_15;59,0;29,0;1,0
cust_16;73,0;1,0;1,0
cust_17;11,0;-52,0;2,0
cust_18;-18,0;46,0;1,0
cust_19;-31,0;65,0;1,0
cust_20;56,0;27,0;2,0
cust_21;-54,0;25,0;1,0
cust_22;73,0;15,0;1,0
cust_23;55,0;-7,0;4,0
cust_24;-48,0;-12,0;2,0
cust_25;18,0;-54,0;4,0
cust_26;-39,0;20,0;5,0
cust_27;-29,0;-18,0;1,0
cust_28;-51,0;37,0;1,0
cust_29;17,0;68,0;1,0
cust_30;46,0;11,0;1,0
cust_31;-27,0;-66,0;2,0
cust_32;7,0;72,0;2,0
cust_33;16,0;45,0;4,0
cust_34;-65,0;0,0;2,0
cust_35;32,0;-65,0;2,0
cust_36;-14,0;-40,0;1,0
cust_37;-58,0;-31,0;1,0
cust_38;7,0;66,0;1,0
cust_39;-16,0;70,0;1,0
cust_40;27,0;16,0;1,0
cust_41;69,0;18,0;1,0
cust_42;74,0;-10,0;4,0
cust_43;-40,0;45,0;1,0
cust_44;44,0;-60,0;1,0
cust_45;33,0;-60,0;2,0
cust_46;61,0;-36,0;2,0
cust_47;36,0;12,0;5,0
cust_48;17,0;69,0;4,0
cust_49;-30,0;-44,0;2,0
cust_50;31,0;-25,0;2,0
