Name;Latitude;Longitude;Capacity
facil_1;2848,0;96,0;10000000000
facil_2;3510,0;1671,0;10000000000
facil_3;457,0;334,0;10000000000
facil_4;3888,0;666,0;10000000000
facil_5;984,0;965,0;10000000000
facil_6;2721,0;1482,0;10000000000
facil_7;1286,0;525,0;10000000000
facil_8;2716,0;1432,0;10000000000
facil_9;738,0;1325,0;10000000000
facil_10;1251,0;1832,0;10000000000
facil_11;2728,0;1698,0;10000000000
facil_12;3815,0;169,0;10000000000
facil_13;3683,0;1533,0;10000000000
facil_14;1247,0;1945,0;10000000000
facil_15;123,0;862,0;10000000000
facil_16;1234,0;1946,0;10000000000
facil_17;252,0;1240,0;10000000000
facil_18;611,0;673,0;10000000000
facil_19;2576,0;1676,0;10000000000
facil_20;928,0;1700,0;10000000000
facil_21;53,0;857,0;10000000000
facil_22;1807,0;1711,0;10000000000
facil_23;274,0;1420,0;10000000000
facil_24;2574,0;946,0;10000000000
