Name;Latitude;Longitude;Capacity
facil_1;-45,0;-1,0;68,0
facil_2;35,0;-65,0;68,0
facil_3;-22,0;-42,0;68,0
facil_4;-38,0;54,0;68,0
facil_5;7,0;40,0;68,0
facil_6;16,0;-48,0;68,0
facil_7;9,0;-55,0;68,0
facil_8;41,0;30,0;68,0
facil_9;23,0;42,0;68,0
facil_10;-43,0;44,0;68,0
facil_11;38,0;-14,0;68,0
facil_12;-44,0;14,0;68,0
facil_13;21,0;-62,0;68,0
facil_14;46,0;38,0;68,0
facil_15;-14,0;-62,0;68,0
facil_16;-12,0;-72,0;68,0
facil_17;-10,0;49,0;68,0
facil_18;4,0;-27,0;68,0
facil_19;5,0;-48,0;68,0
facil_20;39,0;11,0;68,0
facil_21;-49,0;-54,0;68,0
facil_22;-60,0;25,0;68,0
facil_23;-33,0;-4,0;68,0
facil_24;-30,0;-7,0;68,0
facil_25;-32,0;-20,0;68,0
