Name;Latitude;Longitude;Capacity
facil_1;-72,0;-14,0;87,0
facil_2;34,0;-39,0;87,0
facil_3;46,0;8,0;87,0
facil_4;10,0;-29,0;87,0
facil_5;17,0;-45,0;87,0
facil_6;12,0;-28,0;87,0
facil_7;33,0;16,0;87,0
facil_8;-68,0;28,0;87,0
facil_9;-69,0;24,0;87,0
facil_10;41,0;32,0;87,0
facil_11;20,0;-22,0;87,0
facil_12;-8,0;-54,0;87,0
facil_13;-27,0;-37,0;87,0
facil_14;-60,0;22,0;87,0
facil_15;-57,0;-41,0;87,0
facil_16;25,0;-56,0;87,0
facil_17;-36,0;-60,0;87,0
facil_18;40,0;-1,0;87,0
facil_19;53,0;6,0;87,0
facil_20;-35,0;-18,0;87,0
facil_21;67,0;-26,0;87,0
facil_22;12,0;-60,0;87,0
facil_23;-28,0;3,0;87,0
facil_24;55,0;4,0;87,0
facil_25;-18,0;65,0;87,0
