Name;Latitude;Longitude;Capacity;Cost;ClearName;Type;is_copy;added_to_guarantee_coverage
facil_1;36,36097241277834;68,73847122726836;80000;0;facil_1;greenfield;False;False
facil_2;35,63430574901834;69,41680455788837;80000;0;facil_2;greenfield;False;False
facil_3;36,39930574595834;68,54013789472836;80000;0;facil_3;greenfield;False;False
facil_4;36,33013907956834;68,50763789485836;80000;0;facil_4;greenfield;False;False
facil_5;35,83013908156834;68,81430456029837;80000;0;facil_5;greenfield;False;False
facil_6;36,22347241332834;69,13430455901836;80000;0;facil_6;greenfield;False;False
facil_7;35,98513908094834;68,72847122730836;80000;0;facil_7;greenfield;False;False
facil_8;36,34597241283834;68,81930456027837;80000;0;facil_8;greenfield;False;False
facil_9;36,04513908070834;68,96930455967836;80000;0;facil_9;greenfield;False;False
facil_10;36,26680574648834;69,20430455873837;80000;0;facil_10;greenfield;False;False
facil_11;36,31180574630834;68,76347122716837;80000;0;facil_11;greenfield;False;False
facil_12;36,30847241298834;69,13680455900837;80000;0;facil_12;greenfield;False;False
facil_13;36,17680574684834;69,16597122555837;80000;0;facil_13;greenfield;False;False
facil_14;36,15263908027834;68,74263789391837;80000;0;facil_14;greenfield;False;False
facil_15;36,19763908009834;69,12680455904837;80000;0;facil_15;greenfield;False;False
facil_16;36,15013908028834;68,70180456074837;80000;0;facil_16;greenfield;False;False
facil_17;35,91097241457834;68,48013789496837;80000;0;facil_17;greenfield;False;False
facil_18;36,07513908058834;69,04680455936837;80000;0;facil_18;greenfield;False;False
facil_19;36,10597241379834;68,56347122796836;80000;0;facil_19;greenfield;False;False
facil_20;36,32097241293834;68,82763789357837;80000;0;facil_20;greenfield;False;False
facil_21;36,20847241338834;68,70347122740837;80000;0;facil_21;greenfield;False;False
facil_22;36,25097241321834;69,09513789250836;80000;0;facil_22;greenfield;False;False
facil_23;36,00097241421834;68,61097122777836;80000;0;facil_23;greenfield;False;False
facil_24;36,20180574674834;69,54680455736836;80000;0;facil_24;greenfield;False;False
facil_25;36,28263907975834;68,82763789357837;80000;0;facil_25;greenfield;False;False
facil_26;36,21013908004834;68,81430456029837;80000;0;facil_26;greenfield;False;False
facil_27;36,15763908025834;68,79597122703836;80000;0;facil_27;greenfield;False;False
facil_28;36,03513908074834;68,61930456107837;80000;0;facil_28;greenfield;False;False
facil_29;36,24430574657834;68,72430456065837;80000;0;facil_29;greenfield;False;False
facil_30;36,23680574660834;68,79763789369837;80000;0;facil_30;greenfield;False;False
facil_31;35,93430574781834;68,62263789439837;80000;0;facil_31;greenfield;False;False
facil_32;36,31180574630834;68,74180456058836;80000;0;facil_32;greenfield;False;False
facil_33;36,25347241320834;68,83097122689837;80000;0;facil_33;greenfield;False;False
facil_34;36,23513907994834;68,78180456042837;80000;0;facil_34;greenfield;False;False
facil_35;36,38013907936834;68,89347122664836;80000;0;facil_35;greenfield;False;False
facil_36;36,06347241396834;69,09430455917837;80000;0;facil_36;greenfield;False;False
facil_37;36,18597241347834;68,77013789380837;80000;0;facil_37;greenfield;False;False
facil_38;36,51930574547834;68,35847122878836;80000;0;facil_38;greenfield;False;False
facil_39;36,25847241318834;68,77097122713836;80000;0;facil_39;greenfield;False;False
facil_40;36,23430574661834;68,56430456129837;80000;0;facil_40;greenfield;False;False
facil_41;36,04847241402834;68,67263789419837;80000;0;facil_41;greenfield;False;False
facil_42;36,30847241298834;69,24347122524837;80000;0;facil_42;greenfield;False;False
facil_43;35,94263908111834;68,56763789461837;80000;0;facil_43;greenfield;False;False
facil_44;36,20930574671834;68,74763789389837;80000;0;facil_44;greenfield;False;False
facil_45;36,10013908048834;69,00597122619837;80000;0;facil_45;greenfield;False;False
facil_46;36,24680574656834;68,85347122680837;80000;0;facil_46;greenfield;False;False
facil_47;36,26263907983834;68,87013789340837;80000;0;facil_47;greenfield;False;False
facil_48;35,938472414468336;68,71347122736836;80000;0;facil_48;greenfield;False;False
facil_49;36,08763908053834;68,59180456118837;80000;0;facil_49;greenfield;False;False
facil_50;36,20097241341834;68,73597122727837;80000;0;facil_50;greenfield;False;False
facil_51;35,42930574983834;68,25597122919837;80000;0;facil_51;greenfield;False;False
facil_52;36,34347241284834;68,58347122788837;80000;0;facil_52;greenfield;False;False
