Name;Latitude;Longitude;Capacity
facil_1;206,0;907,0;3
facil_2;895,0;855,0;3
facil_3;640,0;970,0;4
facil_4;865,0;716,0;3
facil_5;993,0;356,0;5
facil_6;618,0;966,0;4
facil_7;963,0;539,0;2
facil_8;50,0;979,0;2
facil_9;241,0;998,0;3
facil_10;32,0;206,0;7
facil_11;288,0;926,0;3
facil_12;299,0;507,0;5
facil_13;336,0;180,0;8
facil_14;589,0;726,0;2
facil_15;665,0;488,0;9
facil_16;36,0;521,0;5
facil_17;112,0;895,0;3
facil_18;814,0;442,0;9
facil_19;843,0;474,0;8
facil_20;17,0;258,0;5
facil_21;360,0;273,0;14
facil_22;814,0;537,0;9
facil_23;775,0;524,0;11
facil_24;825,0;471,0;8
facil_25;321,0;87,0;6
facil_26;773,0;958,0;2
facil_27;119,0;166,0;10
facil_28;368,0;928,0;3
facil_29;193,0;250,0;7
facil_30;452,0;919,0;2
facil_31;736,0;322,0;4
facil_32;386,0;911,0;3
facil_33;624,0;313,0;6
facil_34;694,0;398,0;8
facil_35;186,0;803,0;4
facil_36;948,0;721,0;3
facil_37;216,0;973,0;3
facil_38;915,0;641,0;5
facil_39;238,0;810,0;3
facil_40;946,0;172,0;2
facil_41;23,0;561,0;5
facil_42;613,0;657,0;3
facil_43;359,0;434,0;5
facil_44;604,0;96,0;5
facil_45;56,0;554,0;4
facil_46;862,0;723,0;3
facil_47;222,0;161,0;8
facil_48;974,0;838,0;3
facil_49;775,0;67,0;2
facil_50;815,0;880,0;2
facil_51;204,0;362,0;7
facil_52;435,0;760,0;5
facil_53;593,0;358,0;5
facil_54;203,0;435,0;3
facil_55;882,0;803,0;3
facil_56;194,0;739,0;5
facil_57;380,0;323,0;15
facil_58;836,0;461,0;8
facil_59;537,0;136,0;3
facil_60;789,0;669,0;2
facil_61;956,0;1000,0;2
facil_62;98,0;295,0;8
facil_63;656,0;410,0;11
facil_64;580,0;959,0;4
facil_65;594,0;64,0;5
facil_66;459,0;43,0;4
facil_67;425,0;559,0;12
facil_68;262,0;31,0;4
facil_69;522,0;339,0;3
facil_70;960,0;74,0;3
facil_71;237,0;910,0;4
facil_72;353,0;828,0;3
facil_73;420,0;281,0;12
facil_74;721,0;524,0;13
facil_75;185,0;679,0;4
facil_76;703,0;303,0;4
facil_77;923,0;491,0;2
facil_78;444,0;792,0;4
facil_79;567,0;476,0;11
facil_80;987,0;930,0;4
facil_81;113,0;210,0;8
facil_82;907,0;45,0;3
facil_83;383,0;799,0;3
facil_84;209,0;192,0;8
facil_85;34,0;820,0;2
facil_86;464,0;717,0;5
facil_87;837,0;536,0;6
facil_88;202,0;94,0;8
facil_89;177,0;341,0;6
facil_90;551,0;3,0;2
facil_91;835,0;467,0;8
facil_92;128,0;655,0;2
facil_93;988,0;937,0;3
facil_94;179,0;369,0;5
facil_95;487,0;765,0;5
facil_96;975,0;406,0;5
facil_97;365,0;411,0;6
facil_98;440,0;41,0;4
facil_99;607,0;487,0;6
facil_100;57,0;898,0;4
facil_101;161,0;707,0;4
facil_102;0,0;517,0;4
facil_103;210,0;88,0;7
facil_104;524,0;195,0;4
facil_105;682,0;409,0;9
facil_106;608,0;55,0;5
facil_107;16,0;909,0;3
facil_108;846,0;379,0;3
facil_109;183,0;242,0;7
facil_110;586,0;182,0;2
facil_111;948,0;682,0;4
facil_112;324,0;44,0;6
facil_113;380,0;573,0;12
facil_114;339,0;188,0;9
facil_115;629,0;32,0;4
facil_116;589,0;805,0;2
facil_117;934,0;907,0;3
facil_118;848,0;633,0;4
facil_119;890,0;973,0;2
facil_120;98,0;787,0;2
facil_121;964,0;391,0;5
facil_122;171,0;837,0;3
facil_123;261,0;409,0;5
facil_124;637,0;133,0;3
facil_125;541,0;313,0;3
facil_126;946,0;388,0;5
facil_127;479,0;636,0;10
facil_128;818,0;503,0;13
facil_129;188,0;602,0;3
facil_130;887,0;643,0;5
facil_131;981,0;839,0;3
facil_132;585,0;570,0;3
facil_133;383,0;325,0;15
facil_134;288,0;219,0;5
