Name;Latitude;Longitude;Capacity
facil_1;363,0;697,0;10000000000
facil_2;120,0;259,0;10000000000
facil_3;555,0;718,0;10000000000
facil_4;522,0;918,0;10000000000
facil_5;239,0;935,0;10000000000
facil_6;304,0;517,0;10000000000
facil_7;856,0;96,0;10000000000
facil_8;38,0;904,0;10000000000
facil_9;174,0;951,0;10000000000
facil_10;294,0;935,0;10000000000
facil_11;942,0;324,0;10000000000
facil_12;402,0;176,0;10000000000
facil_13;766,0;450,0;10000000000
facil_14;473,0;862,0;10000000000
facil_15;262,0;550,0;10000000000
facil_16;661,0;92,0;10000000000
facil_17;440,0;655,0;10000000000
facil_18;678,0;291,0;10000000000
facil_19;345,0;691,0;10000000000
facil_20;564,0;903,0;10000000000
facil_21;952,0;802,0;10000000000
facil_22;698,0;352,0;10000000000
facil_23;297,0;930,0;10000000000
facil_24;66,0;244,0;10000000000
facil_25;882,0;642,0;10000000000
facil_26;777,0;818,0;10000000000
facil_27;302,0;212,0;10000000000
facil_28;824,0;647,0;10000000000
facil_29;143,0;946,0;10000000000
facil_30;108,0;600,0;10000000000
facil_31;121,0;755,0;10000000000
facil_32;697,0;32,0;10000000000
facil_33;473,0;995,0;10000000000
facil_34;342,0;252,0;10000000000
facil_35;596,0;534,0;10000000000
facil_36;248,0;211,0;10000000000
facil_37;940,0;88,0;10000000000
facil_38;81,0;468,0;10000000000
facil_39;144,0;796,0;10000000000
facil_40;244,0;385,0;10000000000
facil_41;437,0;42,0;10000000000
facil_42;381,0;583,0;10000000000
facil_43;263,0;549,0;10000000000
facil_44;153,0;646,0;10000000000
facil_45;187,0;688,0;10000000000
facil_46;248,0;71,0;10000000000
facil_47;27,0;70,0;10000000000
facil_48;649,0;477,0;10000000000
facil_49;244,0;370,0;10000000000
facil_50;145,0;49,0;10000000000
facil_51;589,0;402,0;10000000000
facil_52;105,0;251,0;10000000000
facil_53;986,0;452,0;10000000000
facil_54;486,0;773,0;10000000000
facil_55;679,0;851,0;10000000000
