Name;Latitude;Longitude;Capacity
facil_1;202,0;233,0;2
facil_2;981,0;848,0;2
facil_3;1346,0;408,0;2
facil_4;781,0;670,0;2
facil_5;1009,0;1001,0;35
facil_6;2927,0;1777,0;21
facil_7;2982,0;949,0;31
facil_8;555,0;1121,0;26
facil_9;464,0;1302,0;21
facil_10;3452,0;637,0;23
facil_11;571,0;1982,0;12
facil_12;2656,0;128,0;23
facil_13;1623,0;1723,0;26
facil_14;2067,0;694,0;37
facil_15;1725,0;927,0;36
facil_16;3600,0;459,0;20
facil_17;1109,0;1196,0;35
facil_18;366,0;339,0;19
facil_19;778,0;1282,0;27
facil_20;386,0;1616,0;14
facil_21;3918,0;1217,0;20
facil_22;3332,0;1049,0;28
facil_23;2597,0;349,0;26
facil_24;811,0;1295,0;28
